seq_id	alignment_start alignment_end envelope_start envelope_end hmm_acc hmm_name type hmm_start hmm_end hmm_length bit_score E-value significance clan
AgaP_AGAP005481	     333    353    332    353 PF00096.25  zf-C2H2           Domain     3    23    23     18.8    0.0015   1 CL0361   
AgaP_AGAP005481	     363    385    362    385 PF00096.25  zf-C2H2           Domain     2    23    23     17.1    0.0052   1 CL0361   
AgaP_AGAP005481	     420    442    420    442 PF00096.25  zf-C2H2           Domain     1    23    23     19.3   0.00099   1 CL0361   
AgaP_AGAP005482	       5     73      4     76 PF07776.14  zf-AD             Domain     2    73    76     24.1   2.9e-05   1 CL0361   
AgaP_AGAP005482	     286    309    286    309 PF00096.25  zf-C2H2           Domain     1    23    23     19.2    0.0011   1 CL0361   
AgaP_AGAP005483	       5     74      4     76 PF07776.14  zf-AD             Domain     2    74    76     36.7   3.4e-09   1 CL0361   
AgaP_AGAP005483	     290    312    289    312 PF00096.25  zf-C2H2           Domain     2    23    23     21.1   0.00027   1 CL0361   
AgaP_AGAP005483	     346    368    346    369 PF13912.5   zf-C2H2_6         Domain     3    24    27     14.3     0.027   1 CL0361   
AgaP_AGAP005483	     374    392    373    398 PF13912.5   zf-C2H2_6         Domain     2    20    27     13.5     0.049   1 CL0361   
AgaP_AGAP005483	     406    424    405    425 PF12874.6   zf-met            Domain     2    20    25     14.7     0.028   1 CL0361   
AgaP_AGAP005483	     463    486    463    486 PF00096.25  zf-C2H2           Domain     1    23    23     16.9    0.0061   1 CL0361   
AgaP_AGAP005484	       5     74      4     76 PF07776.14  zf-AD             Domain     2    74    76     37.0   2.8e-09   1 CL0361   
AgaP_AGAP005484	     277    299    276    299 PF00096.25  zf-C2H2           Domain     2    23    23     21.3   0.00023   1 CL0361   
AgaP_AGAP005484	     333    355    333    356 PF13912.5   zf-C2H2_6         Domain     3    24    27     16.2     0.007   1 CL0361   
AgaP_AGAP005484	     361    383    361    383 PF00096.25  zf-C2H2           Domain     1    23    23     16.2    0.0099   1 CL0361   
AgaP_AGAP005484	     393    412    392    412 PF12874.6   zf-met            Domain     2    21    25     14.5     0.032   1 CL0361   
AgaP_AGAP005484	     450    473    450    473 PF00096.25  zf-C2H2           Domain     1    23    23     17.1    0.0052   1 CL0361   
AgaP_AGAP005485	     160    182    159    182 PF00096.25  zf-C2H2           Domain     2    23    23     22.2   0.00012   1 CL0361   
AgaP_AGAP005485	     243    265    243    266 PF13894.5   zf-C2H2_4         Domain     1    23    24     22.1   0.00016   1 CL0361   
AgaP_AGAP005485	     332    355    332    355 PF00096.25  zf-C2H2           Domain     1    23    23     19.0    0.0012   1 CL0361   
AgaP_AGAP005485	     361    379    361    383 PF12874.6   zf-met            Domain     1    19    25     13.4     0.074   1 CL0361   
AgaP_AGAP005541	    1852   1885   1852   1885 PF02375.16  JmjN              Family     1    34    34     54.7   6.5e-15   1 CL0029   
AgaP_AGAP005541	    1922   2003   1918   2003 PF01388.20  ARID              Domain     6    89    89     55.1   8.7e-15   1 CL0123   
AgaP_AGAP005541	    2174   2289   2173   2289 PF02373.21  JmjC              Domain     2   114   114     70.0     2e-19   1 CL0029   
AgaP_AGAP005587	      66    286     63    286 PF00089.25  Trypsin           Domain     4   221   221     59.1     5e-16   1 CL0124   
AgaP_AGAP005664	      61    296     61    296 PF00089.25  Trypsin           Domain     1   221   221    171.3   2.3e-50   1 CL0124   
AgaP_AGAP005670	      55    290     55    290 PF00089.25  Trypsin           Domain     1   221   221    178.1     2e-52   1 CL0124   
AgaP_AGAP005689	      56    290     56    290 PF00089.25  Trypsin           Domain     1   221   221    177.7   2.6e-52   1 CL0124   
AgaP_AGAP005690	      56    290     56    290 PF00089.25  Trypsin           Domain     1   221   221    177.7   2.6e-52   1 CL0124   
AgaP_AGAP006019	      54    406     54    409 PF00128.23  Alpha-amylase     Domain     1   335   337    335.8  3.3e-100   1 CL0058   
AgaP_AGAP006572	      24    194     23    194 PF03232.12  COQ7              Domain     2   172   172    236.4   1.5e-70   1 CL0044   
AgaP_AGAP006674	      60    296     60    296 PF00089.25  Trypsin           Domain     1   221   221    178.8   1.2e-52   1 CL0124   
AgaP_AGAP006708	      18    117     16    117 PF04923.11  Ninjurin          Family     3   103   103    104.9   1.7e-30   1 No_clan  
AgaP_AGAP006710	      33    250     33    250 PF00089.25  Trypsin           Domain     1   221   221    195.2   1.1e-57   1 CL0124   
AgaP_AGAP006793	      27     74     23     74 PF01607.23  CBM_14            Domain     6    53    53     33.1   4.2e-08   1 CL0155   
AgaP_AGAP006793	     107    152    104    155 PF01607.23  CBM_14            Domain     5    50    53     40.6     2e-10   1 CL0155   
AgaP_AGAP007285	      26    359     20    360 PF01120.16  Alpha_L_fucos     Domain    11   331   332    394.2  5.4e-118   1 CL0058   
AgaP_AGAP007285	     371    468    371    468 PF16757.4   Fucosidase_C      Domain     1    90    90     91.0   4.9e-26   1 No_clan  
AgaP_AGAP007514	       7     73      6     78 PF07776.14  zf-AD             Domain     2    71    76     29.6   5.4e-07   1 CL0361   
AgaP_AGAP007514	     306    329    306    329 PF00096.25  zf-C2H2           Domain     1    23    23     17.5    0.0039   1 CL0361   
AgaP_AGAP007514	     360    382    360    383 PF13894.5   zf-C2H2_4         Domain     1    23    24     21.2   0.00032   1 CL0361   
AgaP_AGAP007514	     451    473    451    473 PF00096.25  zf-C2H2           Domain     1    23    23     25.7   9.4e-06   1 CL0361   
AgaP_AGAP007517	     254    333    253    334 PF00352.20  TBP               Domain     2    84    85     76.7   9.6e-22   1 CL0407   
AgaP_AGAP007517	     342    423    342    424 PF00352.20  TBP               Domain     1    84    85     69.4   1.7e-19   1 CL0407   
AgaP_AGAP007783	      41    181     41    181 PF03615.14  GCM               Family     1   140   140    248.5   1.4e-74   1 CL0274   
AgaP_AGAP008044	     217    541    214    544 PF07992.13  Pyr_redox_2       Domain     4   289   292    148.5   2.2e-43   1 CL0063   
AgaP_AGAP008044	     547    688    547    688 PF14721.5   AIF_C             Domain     1   131   131    177.7   1.1e-52   1 CL0608   
AgaP_AGAP008999	      31    189     31    190 PF00089.25  Trypsin           Domain     1   149   221     95.8     3e-27   1 CL0124   
AgaP_AGAP009177	     187    270    178    273 PF13640.5   2OG-FeII_Oxy_3    Domain    10    93    96     33.6     5e-08   1 CL0029   
AgaP_AGAP009216	      12    238      7    238 PF00089.25  Trypsin           Domain     8   221   221    136.9   7.8e-40   1 CL0124   
AgaP_AGAP009218	      39    192     37    193 PF00089.25  Trypsin           Domain     4   154   221     96.8   1.5e-27   1 CL0124   
AgaP_AGAP009219	      21    114      5    114 PF00089.25  Trypsin           Domain   137   221   221     38.7   8.4e-10   1 CL0124   
AgaP_AGAP009338	     259    314    230    315 PF12894.6   ANAPC4_WD40       Repeat    35    91    92     26.6   5.2e-06   1 CL0186   
AgaP_AGAP009338	     337    373    335    373 PF00400.31  WD40              Repeat     3    38    38     34.3   2.6e-08   1 CL0186   
AgaP_AGAP009338	     383    424    383    424 PF00400.31  WD40              Repeat     1    38    38     22.8   0.00011   1 CL0186   
AgaP_AGAP009338	     479    509    472    509 PF00400.31  WD40              Repeat     9    38    38     19.7     0.001   1 CL0186   
AgaP_AGAP009483	     183    204    182    204 PF00096.25  zf-C2H2           Domain     2    23    23     31.3   1.5e-07   1 CL0361   
AgaP_AGAP009483	     210    232    210    232 PF00096.25  zf-C2H2           Domain     1    23    23     25.6     1e-05   1 CL0361   
AgaP_AGAP009483	     238    260    238    260 PF00096.25  zf-C2H2           Domain     1    23    23     20.9   0.00033   1 CL0361   
AgaP_AGAP009483	     266    288    266    288 PF00096.25  zf-C2H2           Domain     1    23    23     21.3   0.00024   1 CL0361   
