"species","Gene_focal","Gene_ortho","len_focal","len_ortho","GC_focal","GC_ortho","Same_Cluster","div","diso_focal","diso_ortho","disoPCT_focal","disoPCT_ortho","Hpct_focal","Hpct_ortho","Epct_focal","Epct_ortho","Cpct_focal","Cpct_ortho","Mpct_focal","Mpct_ortho","Epct.1_focal","Epct.1_ortho","Bpct_focal","Bpct_ortho","lc_ortho","lc_focal","tm_focal","tm_ortho"
"Vanderwaltozyma_polyspora","YDR169C-A","Kpol_1036p96",150,999,42.667,34.835,"Same_ortho_clusterFalse",93,50,13,100,3,42,16,0,15,58,67,4,21,78,39,18,38,6.6,0,0,0
"Tetrapisispora_blattae","YAL037C-A","TBLA0A04520",93,2940,32.258,33.673,"Same_ortho_clusterFalse",93,4,214,12,21,0,32,58,9,41,57,19,18,48,43,32,37,1.4,0,0,0
"Tetrapisispora_blattae","YAL037C-A","TBLA0A04530",93,1497,32.258,32.665,"Same_ortho_clusterFalse",93,4,15,12,3,0,32,58,13,41,54,19,23,48,44,32,32,3.2,0,0,0
"Tetrapisispora_phaffii","YER010C","TPHA0I02120",705,2727,41.135,29.996,"Same_ortho_clusterFalse",93,8,16,3,1,22,19,24,20,52,59,22,23,41,33,35,42,2,0,0,0
"Tetrapisispora_phaffii","YER010C","TPHA0I02130",705,1608,41.135,44.652,"Same_ortho_clusterFalse",93,8,443,3,82,22,16,24,7,52,75,22,5,41,82,35,12,25.4,0,0,0
"Eremothecium_gossypii","YMR147W","AGOS_ADR265C",672,819,39.732,69.475,"Same_ortho_clusterFalse",112,138,15,61,5,48,40,3,8,47,50,14,17,54,34,30,48,0,9.4,0,0
"Eremothecium_gossypii","YMR147W","AGOS_ADR266W",672,810,39.732,68.148,"Same_ortho_clusterFalse",112,138,64,61,23,48,32,3,11,47,55,14,18,54,45,30,36,0,9.4,0,0
"Candida_glabrata","LDB18","CAGL0E04004g",540,1584,37.778,40.657,"Same_ortho_clusterFalse",97,5,5,2,0,71,54,2,4,25,40,23,19,38,24,37,55,8.9,0,0,49.4318181818182
"Candida_glabrata","LDB18","CAGL0E04026g",540,1908,37.778,36.268,"Same_ortho_clusterFalse",97,5,31,2,4,71,51,2,5,25,42,23,21,38,33,37,44,2.4,0,0,0
"Lachancea_thermotolerans","YJR120W","KLTH0F18282g",351,858,46.724,52.331,"Same_ortho_clusterFalse",112,1,10,0,3,28,40,8,19,63,39,14,23,48,33,36,43,0,0,0,0
"Lachancea_thermotolerans","YMR122C","KLTH0E09042g",375,453,49.067,62.252,"Same_ortho_clusterFalse",112,3,138,2,91,13,15,25,23,60,60,24,5,36,62,40,31,53.6,0,0,0
"Kazachstania_africana","YOR316C-A","KAFR0D01640",210,960,46.19,39.375,"Same_ortho_clusterFalse",85,19,47,27,14,0,58,54,0,45,41,21,23,58,39,20,37,3.4,21.4,0,43.4375
"Tetrapisispora_blattae","CIS1","TBLA0G01340",306,717,37.582,31.241,"Same_ortho_clusterFalse",93,38,20,37,8,38,67,5,1,55,31,15,27,58,30,25,41,5.4,0,0,35.5648535564854
"Vanderwaltozyma_polyspora","TIP1","Kpol_1052p16",633,1842,47.709,36.754,"Same_ortho_clusterFalse",93,133,98,63,15,48,51,0,6,51,42,9,16,65,30,24,53,9.1,47.9,0,39.7394136807818
"Vanderwaltozyma_polyspora","TIP1","Kpol_1052p17",633,987,47.709,42.249,"Same_ortho_clusterFalse",93,133,16,63,4,48,28,0,22,51,48,9,19,65,40,24,40,4.9,47.9,0,0
"Ashbya_aceri","HRT3","AACERI_AaceriAGR059C",1035,861,36.522,56.446,"Same_ortho_clusterFalse",112,38,93,11,32,28,45,23,1,48,52,24,15,41,63,33,21,9.8,3.5,0,0
"Ashbya_aceri","HRT3","AACERI_AaceriAGR060W",1035,1137,36.522,54.266,"Same_ortho_clusterFalse",112,38,36,11,9,28,38,23,8,48,53,24,21,41,44,33,33,4,3.5,0,0
"Torulaspora_delbrueckii","YIL046W-A","TDEL0H02120",165,894,38.182,45.414,"Same_ortho_clusterFalse",97,17,4,30,1,63,28,5,20,30,50,30,26,32,33,36,39,0,0,60,0
"Ashbya_aceri","FRT1","AACERI_AaceriADR352C",1809,765,41.072,61.176,"Same_ortho_clusterFalse",112,268,22,44,8,30,14,7,23,62,62,12,22,60,51,26,25,7.8,16.7,3.48258706467662,0
"Ashbya_aceri","FRT1","AACERI_AaceriADR353C",1809,831,41.072,74.85,"Same_ortho_clusterFalse",112,268,68,44,24,30,61,7,5,62,33,12,15,60,56,26,28,47.3,16.7,3.48258706467662,6.85920577617328
"Zygosaccharomyces_rouxii","SMA1","ZYRO0A02750g",738,543,38.889,45.304,"Same_ortho_clusterFalse",97,105,13,42,7,27,45,11,13,60,40,16,23,59,40,23,35,0,6.9,0,0
"Ashbya_aceri","IML2","AACERI_AaceriAFR104W",2196,1653,40.073,42.71,"Same_ortho_clusterFalse",112,83,46,11,8,55,34,5,18,39,47,20,24,39,38,39,37,2.7,7.1,3.00546448087432,0
"Ashbya_aceri","HBT1","AACERI_AaceriABL157W",3141,108,42.598,65.741,"Same_ortho_clusterFalse",112,1043,30,99,83,6,0,2,0,90,100,4,0,77,91,17,8,0,5.4,0,0
"Kazachstania_africana","YBR063C","KAFR0C00470",1215,561,35.226,36.542,"Same_ortho_clusterFalse",85,26,16,6,8,33,35,14,16,52,48,23,21,40,47,36,31,7.5,0,4.44444444444444,10.6951871657754
"Eremothecium_cymbalariae","PHM6","Ecym_4742",315,906,41.587,42.494,"Same_ortho_clusterFalse",112,29,65,27,21,66,25,0,17,33,56,14,19,72,44,13,36,19.5,13.3,20,0
"Kluyveromyces_lactis","WIP1","KLLA0_E02465g",270,258,39.63,44.961,"Same_ortho_clusterTrue",112,6,12,6,13,88,62,0,3,11,33,16,23,62,51,21,25,0,0,0,0
"Eremothecium_gossypii","YCP4","AGOS_AAR003W",744,1743,44.892,47.103,"Same_ortho_clusterFalse",112,50,47,20,8,33,41,12,7,54,50,15,21,45,41,38,37,1.2,4,0,0
"Kazachstania_naganishii","YCL042W","KNAG0C00390",360,588,51.667,56.633,"Same_ortho_clusterFalse",85,47,89,39,45,20,17,5,5,74,77,7,11,76,56,15,31,27,5.8,0,0
"Kazachstania_naganishii","YCL042W","KNAG0F00220",360,1107,51.667,62.421,"Same_ortho_clusterFalse",85,47,89,39,24,20,19,5,14,74,65,7,17,76,48,15,33,18.4,5.8,0,0
"Eremothecium_gossypii","YHR007C-A","AGOS_ADR161W",216,1242,39.352,60.87,"Same_ortho_clusterFalse",112,32,70,44,16,8,38,8,8,83,52,11,20,58,42,30,37,12.3,41.7,30.5555555555556,0
"Eremothecium_gossypii","HRT3","AGOS_AGR059C",1035,855,36.522,52.632,"Same_ortho_clusterFalse",112,38,85,11,29,28,40,23,1,48,58,24,16,41,61,33,22,13.3,3.5,0,0
"Eremothecium_gossypii","HRT3","AGOS_AGR060W",1035,1092,36.522,53.205,"Same_ortho_clusterFalse",112,38,38,11,10,28,37,23,7,48,55,24,20,41,45,33,34,0,3.5,0,0
"Eremothecium_cymbalariae","YIL046W-A","Ecym_4342",165,894,38.182,44.407,"Same_ortho_clusterFalse",112,17,4,30,1,63,42,5,13,30,43,30,22,32,31,36,46,0,0,60,0
"Vanderwaltozyma_polyspora","YAR064W","Kpol_1058p5",300,3771,48,43.781,"Same_ortho_clusterFalse",93,5,558,5,44,13,5,6,29,81,65,11,11,65,72,24,15,66.8,0,19,0
"Eremothecium_gossypii","FRT1","AGOS_ADR352C",1809,765,41.072,60,"Same_ortho_clusterFalse",112,268,63,44,24,30,16,7,21,62,61,12,22,60,49,26,27,11.4,16.7,3.48258706467662,0
"Eremothecium_gossypii","FRT1","AGOS_ADR353C",1809,828,41.072,71.135,"Same_ortho_clusterFalse",112,268,82,44,29,30,68,7,1,62,30,12,9,60,72,26,18,47.5,16.7,3.48258706467662,6.88405797101449
"Eremothecium_gossypii","HBT1","AGOS_ABL157W",3141,549,42.598,69.945,"Same_ortho_clusterFalse",112,1043,130,99,71,6,32,2,4,90,62,4,14,77,57,17,27,44.3,5.4,0,11.4754098360656
"Naumovozyma_castellii","YNL277W-A","NCAS0A00530",189,1116,36.508,42.921,"Same_ortho_clusterFalse",66,38,16,60,4,28,27,12,13,58,58,7,21,71,45,20,32,0,33.3,25.3968253968254,0
"Tetrapisispora_blattae","YGL230C","TBLA0E00330",444,504,34.009,30.754,"Same_ortho_clusterFalse",93,61,18,41,10,57,50,2,4,39,45,24,22,54,51,21,26,8.3,8.1,15.5405405405405,14.2857142857143
"Kluyveromyces_lactis","YHR130C","KLLA0_E22947g",336,1827,30.06,39.245,"Same_ortho_clusterFalse",112,5,110,4,18,66,46,5,6,28,47,33,21,34,40,32,38,3.1,34.8,40.1785714285714,0
"Torulaspora_delbrueckii","YNL208W","TDEL0A00850",600,1746,51.333,41.123,"Same_ortho_clusterFalse",97,158,18,79,3,14,21,2,22,83,56,2,24,75,37,23,37,1.4,52,0,0
"Kazachstania_africana","SYF2","KAFR0C01950",648,474,38.889,39.873,"Same_ortho_clusterTrue",85,131,68,60,43,54,65,2,2,43,31,13,12,68,70,18,16,7,7.4,0,0
"Tetrapisispora_phaffii","YBR184W","TPHA0L01820",1572,5226,34.86,34.003,"Same_ortho_clusterFalse",93,95,895,18,51,24,25,11,3,64,70,19,12,45,56,35,31,10.7,1.9,0,0
"Tetrapisispora_phaffii","YBR184W","TPHA0L01830",1572,1689,34.86,38.425,"Same_ortho_clusterFalse",93,95,30,18,5,24,34,11,16,64,49,19,23,45,39,35,37,4.4,1.9,0,0
"Lachancea_thermotolerans","YLR406C-A","KLTH0D14872g",150,834,34,58.273,"Same_ortho_clusterFalse",112,11,65,22,23,70,23,0,12,30,64,20,15,44,52,36,31,0,0,0,0
"Torulaspora_delbrueckii","YIL060W","TDEL0H01950",435,1794,40.92,42.531,"Same_ortho_clusterFalse",97,11,219,7,36,16,24,24,9,59,66,18,13,42,63,38,22,9,0,0,0
"Torulaspora_delbrueckii","SDD1","TDEL0G04610",702,1902,35.328,44.006,"Same_ortho_clusterFalse",97,21,195,8,30,39,16,10,17,50,66,24,16,43,52,32,30,22.9,4.7,0,0
"Tetrapisispora_blattae","SPC29","TBLA0J00480",762,627,38.845,33.174,"Same_ortho_clusterFalse",93,124,60,48,28,35,55,0,0,64,44,10,13,67,72,22,14,6.7,4.7,0,0
"Naumovozyma_dairenensis","YIL054W","NDAI0A02510",318,1692,40.252,38.239,"Same_ortho_clusterFalse",66,11,12,10,2,46,29,14,18,39,51,18,21,50,29,30,48,0,35.8,38.6792452830189,0
"Naumovozyma_dairenensis","YIL054W","NDAI0A02520",318,825,40.252,39.758,"Same_ortho_clusterFalse",66,11,187,10,68,46,31,14,8,39,60,18,10,50,71,30,17,40,35.8,38.6792452830189,0
"Zygosaccharomyces_rouxii","ATF2","ZYRO0B10934g",1608,1605,40.485,39.128,"Same_ortho_clusterFalse",97,8,91,1,17,41,54,9,4,48,40,22,18,32,47,44,33,3,5,0,3.92523364485981
"Naumovozyma_dairenensis","YHR130C","NDAI0B04470",336,105,30.06,39.048,"Same_ortho_clusterFalse",66,5,22,4,62,66,0,5,5,28,94,33,14,34,71,32,14,0,34.8,40.1785714285714,0
"Torulaspora_delbrueckii","SMA1","TDEL0B01580",738,546,38.889,42.308,"Same_ortho_clusterFalse",97,105,3,42,1,27,44,11,13,60,42,16,25,59,36,23,37,0,6.9,0,0
"Vanderwaltozyma_polyspora","YBL008W-A","Kpol_1032p59",240,1527,33.75,32.94,"Same_ortho_clusterFalse",93,35,2,43,0,76,27,0,16,23,55,16,25,56,34,27,39,2.6,0,0,0
"Vanderwaltozyma_polyspora","YBL008W-A","Kpol_1032p60",240,3213,33.75,32.306,"Same_ortho_clusterFalse",93,35,28,43,2,76,66,0,1,23,31,16,23,56,34,27,41,5.8,0,0,0
"Zygosaccharomyces_rouxii","YIL092W","ZYRO0A01980g",1902,219,38.486,43.379,"Same_ortho_clusterFalse",97,225,32,35,43,22,78,9,0,67,21,15,8,52,36,32,54,12.3,2.1,0,0
"Torulaspora_delbrueckii","YBR144C","TDEL0D05030",315,1413,39.365,41.472,"Same_ortho_clusterFalse",97,3,66,2,14,51,15,1,18,46,66,20,16,50,49,29,33,3,0,0,0
"Torulaspora_delbrueckii","YBR144C","TDEL0D05040",315,2955,39.365,41.895,"Same_ortho_clusterFalse",97,3,195,2,19,51,49,1,3,46,47,20,19,50,38,29,41,5.3,0,0,25.7868020304569
"Tetrapisispora_blattae","YEL025C","TBLA0D01980",3567,3744,37.146,27.991,"Same_ortho_clusterFalse",93,19,34,1,2,13,8,33,41,52,49,23,25,27,29,48,45,2.8,0,0,1.44230769230769
"Kazachstania_naganishii","YBR201C-A","KNAG0A03740",204,528,41.667,36.932,"Same_ortho_clusterFalse",85,68,13,100,7,35,44,0,10,64,44,5,19,50,28,44,51,0,17.6,25,21.0227272727273
"Ashbya_aceri","YOR029W","AACERI_AaceriAEL221C",336,429,43.75,67.133,"Same_ortho_clusterFalse",112,9,51,8,35,0,25,41,4,58,70,28,13,38,60,33,25,7.7,0,0,0
"Ashbya_aceri","YOR029W","AACERI_AaceriAEL220C",336,1503,43.75,59.481,"Same_ortho_clusterFalse",112,9,80,8,15,0,37,41,11,58,50,28,20,38,34,33,45,9.4,0,0,3.59281437125748
"Eremothecium_cymbalariae","EGT2","Ecym_2013",3126,840,40.851,41.786,"Same_ortho_clusterFalse",112,274,130,26,46,8,14,28,20,62,64,17,10,53,67,28,22,40,27.4,0,0
"Lachancea_thermotolerans","YOL085C","KLTH0G15708g",342,957,49.415,61.964,"Same_ortho_clusterFalse",112,41,70,35,21,33,8,0,18,66,73,15,18,57,51,26,29,12.2,0,0,0
"Lachancea_thermotolerans","YOL085C","KLTH0G15730g",342,999,49.415,55.656,"Same_ortho_clusterFalse",112,41,5,35,1,33,21,0,28,66,50,15,19,57,34,26,45,0,0,0,0
"Tetrapisispora_phaffii","YCR025C","TPHA0O00850",411,522,44.039,45.594,"Same_ortho_clusterFalse",93,53,2,38,1,19,29,12,31,67,38,14,24,58,28,27,47,8,11.7,0,12.0689655172414
"Torulaspora_delbrueckii","YPR078C","TDEL0C05160",1119,753,38.517,42.762,"Same_ortho_clusterFalse",97,96,3,25,1,21,22,9,28,69,48,16,25,54,43,28,31,0,3.5,0,0
"Torulaspora_delbrueckii","YPR078C","TDEL0C05170",1119,138,38.517,41.304,"Same_ortho_clusterFalse",97,96,7,25,15,21,0,9,8,69,91,16,15,54,73,28,10,28.3,3.5,0,0
"Eremothecium_gossypii","IML2","AGOS_AFR104W",2196,1632,40.073,40.87,"Same_ortho_clusterFalse",112,83,41,11,7,55,35,5,18,39,45,20,23,39,36,39,39,2.8,7.1,3.00546448087432,0
"Vanderwaltozyma_polyspora","YMR242W-A","Kpol_1044p30",90,966,47.778,30.849,"Same_ortho_clusterFalse",93,30,32,100,9,0,5,0,22,100,72,0,26,83,40,16,33,0,0,0,0
"Vanderwaltozyma_polyspora","YMR242W-A","Kpol_1044p31",90,1161,47.778,35.314,"Same_ortho_clusterFalse",93,30,141,100,36,0,19,0,21,100,59,0,19,83,45,16,34,8,0,0,0
"Torulaspora_delbrueckii","YPR064W","TDEL0C04950",420,930,46.905,42.151,"Same_ortho_clusterFalse",97,22,21,15,6,42,22,13,19,43,58,22,18,28,40,49,41,0,25.7,30,0
"Vanderwaltozyma_polyspora","YFR012W-A","Kpol_295p3",87,1251,44.828,34.612,"Same_ortho_clusterFalse",93,29,185,100,44,34,44,0,2,65,52,0,17,100,61,0,21,12.9,0,0,4.07673860911271
"Candida_glabrata","SPO21","CAGL0I07711g",1830,1725,33.661,35.884,"Same_ortho_clusterFalse",97,244,219,40,38,50,52,1,2,47,44,13,14,64,65,22,20,13.9,5.9,0,0
"Kazachstania_naganishii","ABM1","KNAG0D01200",372,237,40.591,38.819,"Same_ortho_clusterFalse",85,7,51,5,64,11,43,32,0,56,56,22,7,41,84,35,7,0,0,0,0
"Tetrapisispora_blattae","DDR2","TBLA0B02690",186,1368,47.849,35.161,"Same_ortho_clusterFalse",93,30,120,48,26,58,56,9,2,32,41,4,16,50,44,45,38,6.1,59.7,0,42.9824561403509
"Tetrapisispora_blattae","DDR2","TBLA0B02700",186,180,47.849,48.889,"Same_ortho_clusterFalse",93,30,60,48,100,58,61,9,0,32,38,4,0,50,76,45,23,23.3,59.7,0,33.3333333333333
"Tetrapisispora_phaffii","YNL067W-A","TPHA0C03070",141,7473,34.752,32.972,"Same_ortho_clusterFalse",93,47,343,100,13,25,48,14,4,59,46,19,20,36,35,44,44,4.4,21.3,0,2.44881573665195
"Eremothecium_gossypii","ESC1","AGOS_AER353W",4977,4485,38.678,49.498,"Same_ortho_clusterFalse",112,1364,908,82,60,17,18,5,7,76,74,7,10,73,66,18,23,9,16.3,0,0
"Tetrapisispora_blattae","MRX12","TBLA0D03130",1560,2037,34.551,32.45,"Same_ortho_clusterFalse",93,17,200,3,29,64,57,0,1,35,40,21,18,44,48,33,32,11.9,4.6,0,0
"Tetrapisispora_blattae","MRX12","TBLA0D03140",1560,2157,34.551,35.744,"Same_ortho_clusterFalse",93,17,66,3,9,64,5,0,43,35,50,21,23,44,42,33,33,34.2,4.6,0,0
"Zygosaccharomyces_rouxii","YJR151W-A","ZYRO0F00242g",51,1608,35.294,41.418,"Same_ortho_clusterFalse",97,7,23,41,4,0,60,35,3,64,36,5,21,76,24,17,54,4.7,0,0,50.1865671641791
"Lachancea_thermotolerans","YOL118C","KLTH0A01188g",309,564,38.188,57.624,"Same_ortho_clusterFalse",112,18,21,17,11,26,18,22,21,51,60,20,20,50,40,29,38,0,0,0,0
"Lachancea_thermotolerans","BUD25","KLTH0F13816g",462,375,44.372,48,"Same_ortho_clusterFalse",112,5,50,3,40,20,4,21,31,57,64,24,20,38,57,37,22,0,0,0,0
"Naumovozyma_castellii","YBR182C-A","NCAS0C01990",195,1032,35.897,37.694,"Same_ortho_clusterFalse",66,17,4,26,1,33,45,20,9,46,44,13,24,44,34,41,40,0,23.1,0,0
"Ashbya_aceri","YHR007C-A","AACERI_AaceriADR161W",216,1254,39.352,61.483,"Same_ortho_clusterFalse",112,32,78,44,18,8,36,8,9,83,53,11,21,58,41,30,37,6.5,41.7,30.5555555555556,0
"Ashbya_aceri","YCP4","AACERI_AaceriAAR003W",744,1740,44.892,44.425,"Same_ortho_clusterFalse",112,50,57,20,9,33,42,12,7,54,50,15,22,45,41,38,35,0,4,0,0
"Eremothecium_cymbalariae","YPL152W-A","Ecym_2398",99,1368,40.404,42.105,"Same_ortho_clusterFalse",112,33,38,100,8,27,33,6,17,66,48,18,21,72,39,9,38,0,0,0,6.14035087719298
"Torulaspora_delbrueckii","YIL092W","TDEL0G02210",1902,219,38.486,42.466,"Same_ortho_clusterFalse",97,225,32,35,43,22,73,9,0,67,26,15,15,52,32,32,52,12.3,2.1,0,0
"Tetrapisispora_phaffii","YBR200W-A","TPHA0I01940",165,1014,41.212,32.051,"Same_ortho_clusterFalse",93,8,12,14,3,0,45,43,4,56,50,23,23,43,37,32,39,8.9,0,0,0
"Tetrapisispora_phaffii","YCR024C-B","TPHA0O00820",267,885,32.959,35.706,"Same_ortho_clusterFalse",93,2,40,2,13,55,45,12,2,32,51,28,15,38,56,33,27,0,13.5,64.0449438202247,0
"Tetrapisispora_phaffii","YCR024C-B","TPHA0O00830",267,936,32.959,37.393,"Same_ortho_clusterFalse",93,2,104,2,33,55,39,12,7,32,53,28,16,38,59,33,23,0,13.5,64.0449438202247,0
"Candida_glabrata","PEX34","CAGL0B00440g",435,810,33.563,40,"Same_ortho_clusterFalse",97,10,71,6,26,66,29,4,12,28,58,21,16,42,60,36,23,13,0,0,0
"Ashbya_aceri","CSI1","AACERI_AaceriABR066W",888,753,32.545,51.262,"Same_ortho_clusterFalse",112,6,21,2,8,37,48,11,10,50,40,25,23,42,43,32,33,0,0,0,0
"Naumovozyma_dairenensis","PEX34","NDAI0A00190",435,516,33.563,29.845,"Same_ortho_clusterFalse",66,10,13,6,7,66,79,4,0,28,20,21,27,42,34,36,37,0,0,0,22.6744186046512
"Naumovozyma_dairenensis","PEX34","NDAI0A00200",435,993,33.563,31.319,"Same_ortho_clusterFalse",66,10,143,6,43,66,28,4,3,28,67,21,12,42,65,36,21,12.4,0,0,0
"Ashbya_aceri","YJL144W","AACERI_AaceriACR247WA",315,426,46.032,64.789,"Same_ortho_clusterFalse",112,89,52,84,36,7,30,0,7,91,61,4,13,77,67,18,19,8.5,6.7,0,0
"Eremothecium_gossypii","YOL118C","AGOS_ADL154C",309,594,38.188,55.556,"Same_ortho_clusterFalse",112,18,4,17,2,26,15,22,30,51,53,20,19,50,37,29,43,0,0,0,0
"Vanderwaltozyma_polyspora","PML39","Kpol_1069p4",1005,834,38.806,33.094,"Same_ortho_clusterFalse",93,4,11,1,3,42,52,8,2,48,44,24,23,38,32,36,44,4.7,0,0,31.294964028777
"Eremothecium_gossypii","GPG1","AGOS_AAR179C",381,762,41.995,51.05,"Same_ortho_clusterFalse",112,13,19,10,7,36,68,18,3,44,27,24,21,51,50,24,28,0,10.2,0,0
"Vanderwaltozyma_polyspora","YER121W","Kpol_1018p110",345,396,40,43.182,"Same_ortho_clusterFalse",93,30,11,26,8,46,49,0,8,53,42,13,21,65,51,21,26,0,10.4,0,0
"Kazachstania_africana","YLR236C","KAFR0H01840",324,1791,50.309,39.308,"Same_ortho_clusterFalse",85,18,59,16,9,50,54,8,2,41,42,16,17,49,21,34,60,7,0,0,33.6683417085427
"Ashbya_aceri","YJR151W-A","AACERI_AaceriADR329W",51,2847,35.294,43.028,"Same_ortho_clusterFalse",112,7,14,41,1,0,22,35,18,64,58,5,23,76,31,17,45,5.7,0,0,0
"Ashbya_aceri","YPF1","AACERI_AaceriABL033C",1764,1122,36.791,49.109,"Same_ortho_clusterFalse",112,80,7,13,1,53,25,6,22,39,51,18,24,37,31,44,44,6.7,13.8,31.6326530612245,0
"Tetrapisispora_blattae","YOR015W","TBLA0E02130",360,594,34.444,28.283,"Same_ortho_clusterFalse",93,6,3,5,1,66,41,0,14,33,44,19,23,68,33,12,42,0,13.3,34.1666666666667,36.8686868686869
"Candida_glabrata","YOR008C-A","CAGL0F01485g",225,1014,36.444,57.396,"Same_ortho_clusterFalse",97,7,242,9,71,42,20,14,9,42,70,17,12,45,61,37,26,48.5,0,21.3333333333333,0
"Eremothecium_gossypii","YJR120W","AGOS_ABR168W",351,852,46.724,61.033,"Same_ortho_clusterFalse",112,1,8,0,2,28,48,8,12,63,38,14,22,48,33,36,44,0,0,0,0
"Kazachstania_africana","ABM1","KAFR0G00770",372,264,40.591,37.879,"Same_ortho_clusterFalse",85,7,54,5,61,11,35,32,3,56,61,22,4,41,87,35,7,0,0,0,0
"Ashbya_aceri","YHR022C-A","AACERI_AaceriACR067C",90,1740,40,54.943,"Same_ortho_clusterFalse",112,2,27,6,4,0,29,56,16,43,54,26,25,46,37,26,37,0,0,0,0
"Zygosaccharomyces_rouxii","YLR255C","ZYRO0E05390g",354,1038,47.175,42.582,"Same_ortho_clusterFalse",97,44,8,37,2,27,31,14,19,58,49,13,22,53,34,33,42,0,15.3,0,0
"Tetrapisispora_blattae","YMR141C","TBLA0B08840",309,318,35.599,46.855,"Same_ortho_clusterFalse",93,19,51,18,48,50,51,3,0,45,48,15,8,41,68,42,22,30.2,0,35.9223300970874,0
"Tetrapisispora_phaffii","YJL132W","TPHA0B03090",2253,1314,38.393,34.399,"Same_ortho_clusterFalse",93,27,28,3,6,26,48,22,10,50,40,23,23,27,26,48,50,3.2,1.9,0,27.3972602739726
"Kluyveromyces_lactis","YBR063C","KLLA0_F18480g",1215,492,35.226,38.211,"Same_ortho_clusterFalse",112,26,4,6,2,33,48,14,7,52,44,23,26,40,32,36,40,0,0,4.44444444444444,10.9756097560976
"Candida_glabrata","ATG39","CAGL0E03498g",1197,486,38.346,55.761,"Same_ortho_clusterFalse",97,165,42,41,25,30,39,9,19,60,41,16,21,51,45,32,32,13.6,10,4.76190476190476,11.7283950617284
"Naumovozyma_castellii","YCL042W","NCAS0A00330",360,1128,51.667,46.543,"Same_ortho_clusterFalse",66,47,96,39,25,20,24,5,15,74,59,7,19,76,50,15,29,4.5,5.8,0,0
