species	Gene_focal
Anolis_carolinensis	ATP6V1H
Anolis_carolinensis	ATP8A1
Anolis_carolinensis	ATP8B1
Anolis_carolinensis	ATXN7L3
Anolis_carolinensis	B4GALNT3
Anolis_carolinensis	B4GALT2
Anolis_carolinensis	B4GALT5
Anolis_carolinensis	BARD1
Anolis_carolinensis	BBIP1
Anolis_carolinensis	BCAS2
Anolis_carolinensis	BCL10
Anolis_carolinensis	BCL2L13
Anolis_carolinensis	BCLAF3
Anolis_carolinensis	BDNF
Anolis_carolinensis	BHLHE22
Anolis_carolinensis	BID
Anolis_carolinensis	BIN2
Anolis_carolinensis	BLID
Anolis_carolinensis	BLZF1
Anolis_carolinensis	BMX
Anolis_carolinensis	BOK
Anolis_carolinensis	BPNT1
Anolis_carolinensis	BRAF
Anolis_carolinensis	BROX
Anolis_carolinensis	BRPF1
Anolis_carolinensis	BSX
Anolis_carolinensis	BTBD10
Anolis_carolinensis	BTBD11
Anolis_carolinensis	BTBD17
Anolis_carolinensis	BVES
Anolis_carolinensis	BZW1
Anolis_carolinensis	C10orf76
Anolis_carolinensis	C12orf71
Anolis_carolinensis	C12orf73
Anolis_carolinensis	C17orf64
Anolis_carolinensis	C1QTNF6
Anolis_carolinensis	C1orf115
Anolis_carolinensis	C1orf123
Anolis_carolinensis	C1orf174
Anolis_carolinensis	C22orf46
Anolis_carolinensis	C2CD5
Anolis_carolinensis	C2orf71
Anolis_carolinensis	C3orf18
Anolis_carolinensis	C3orf20
Anolis_carolinensis	C5orf24
Anolis_carolinensis	C7orf31
Anolis_carolinensis	C8orf34
Anolis_carolinensis	CA8
Anolis_carolinensis	CABLES2
Anolis_carolinensis	CABP1
Anolis_carolinensis	CACNA1G
Anolis_carolinensis	CACNA1I
Anolis_carolinensis	CACNG1
Anolis_carolinensis	CACNG2
Anolis_carolinensis	CALCOCO2
Anolis_carolinensis	CAMLG
Anolis_carolinensis	CAPZA1
Anolis_carolinensis	CARNS1
Anolis_carolinensis	CBX1
Anolis_carolinensis	CBY1
Anolis_carolinensis	CC2D1B
Anolis_carolinensis	CCDC126
Anolis_carolinensis	CCDC173
Anolis_carolinensis	CCDC174
Anolis_carolinensis	CCDC177
Anolis_carolinensis	CCDC181
Anolis_carolinensis	CCDC185
Anolis_carolinensis	CCDC66
Anolis_carolinensis	CCDC71L
Anolis_carolinensis	CCDC77
Anolis_carolinensis	CCDC85A
Anolis_carolinensis	CCDC88A
Anolis_carolinensis	CCKAR
Anolis_carolinensis	CCM2L
Anolis_carolinensis	CCNH
Anolis_carolinensis	CCNL2
Anolis_carolinensis	CCNYL1
Anolis_carolinensis	CCT2
Anolis_carolinensis	CD247
Anolis_carolinensis	CD40LG
Anolis_carolinensis	CD6
Anolis_carolinensis	CD83
Anolis_carolinensis	CDC40
Anolis_carolinensis	CDCA3
Anolis_carolinensis	CDH17
Anolis_carolinensis	CDK13
Anolis_carolinensis	CDK19
Anolis_carolinensis	CDK4
Anolis_carolinensis	CDK5RAP3
Anolis_carolinensis	CDKN2D
Anolis_carolinensis	CDS1
Anolis_carolinensis	CEMIP
Anolis_carolinensis	CENPF
Anolis_carolinensis	CER1
Anolis_carolinensis	CERS3
Anolis_carolinensis	CFAP36
Anolis_carolinensis	CFAP73
Anolis_carolinensis	CHADL
Anolis_carolinensis	CHCHD3
Anolis_carolinensis	CHD7
Anolis_carolinensis	CHD8
Anolis_carolinensis	CHRNA4
Anolis_carolinensis	CHRNA9
Anolis_carolinensis	CHST1
Anolis_carolinensis	CHST15
Anolis_carolinensis	CHSY3
Anolis_carolinensis	CKAP5
Anolis_carolinensis	CKMT2
Anolis_carolinensis	CLCN3
Anolis_carolinensis	CLDN10
Anolis_carolinensis	CLIP4
Anolis_carolinensis	CLK1
Anolis_carolinensis	CLMP
Anolis_carolinensis	CLOCK
Anolis_carolinensis	CLVS1
Anolis_carolinensis	CLYBL
Anolis_carolinensis	CMAS
Anolis_carolinensis	CNDP2
Anolis_carolinensis	CNKSR2
Anolis_carolinensis	CNOT3
Anolis_carolinensis	CNOT8
Anolis_carolinensis	COG2
Anolis_carolinensis	COL17A1
Anolis_carolinensis	COL20A1
Anolis_carolinensis	COL4A6
Anolis_carolinensis	COL9A1
Anolis_carolinensis	COL9A3
Anolis_carolinensis	COLEC10
Anolis_carolinensis	COMTD1
Anolis_carolinensis	COPS5
Anolis_carolinensis	COPZ2
Anolis_carolinensis	COQ2
Anolis_carolinensis	COQ5
Anolis_carolinensis	CPA6
Anolis_carolinensis	CPNE9
Anolis_carolinensis	CPS1
Anolis_carolinensis	CPT2
Anolis_carolinensis	CPXM2
Anolis_carolinensis	CREBRF
Anolis_carolinensis	CREG1
Anolis_carolinensis	CRELD2
Anolis_carolinensis	CRY1
Anolis_carolinensis	CRYZ
Anolis_carolinensis	CSDE1
Anolis_carolinensis	CSF3
Anolis_carolinensis	CSPP1
Anolis_carolinensis	CSRNP2
Anolis_carolinensis	CSTF3
Anolis_carolinensis	CTBP2
Anolis_carolinensis	CTF1
Anolis_carolinensis	CTTNBP2NL
Anolis_carolinensis	CUL4A
Anolis_carolinensis	CUL5
Anolis_carolinensis	CYB5A
Anolis_carolinensis	CYBA
Anolis_carolinensis	CYCS
Anolis_carolinensis	CYP27B1
Anolis_carolinensis	CYP7A1
Anolis_carolinensis	CYP7B1
Anolis_carolinensis	CYR61
Anolis_carolinensis	CYTH4
Anolis_carolinensis	D2HGDH
Anolis_carolinensis	DALRD3
Anolis_carolinensis	DARS2
Anolis_carolinensis	DAZAP2
Anolis_carolinensis	DCAF1
Anolis_carolinensis	DCAF12
Anolis_carolinensis	DCAF4
Anolis_carolinensis	DCK
Anolis_carolinensis	DCPS
Anolis_carolinensis	DCUN1D3
Anolis_carolinensis	DDAH1
Anolis_carolinensis	DDB2
Anolis_carolinensis	DDIT4
Anolis_carolinensis	DDO
Anolis_carolinensis	DDX46
Anolis_carolinensis	DDX54
Anolis_carolinensis	DENND2C
Anolis_carolinensis	DEPDC7
Anolis_carolinensis	DFFB
Anolis_carolinensis	DGKA
Anolis_carolinensis	DGKE
Anolis_carolinensis	DIRC1
Anolis_carolinensis	DMRT1
Anolis_carolinensis	DMRT2
Anolis_carolinensis	DMRT3
Anolis_carolinensis	DMRTB1
Anolis_carolinensis	DMXL1
Anolis_carolinensis	DNA2
Anolis_carolinensis	DNAAF5
Anolis_carolinensis	DNAI2
Anolis_carolinensis	DNAJB12
Anolis_carolinensis	DNAJC24
Anolis_carolinensis	DNAJC3
Anolis_carolinensis	DNAJC5B
Anolis_carolinensis	DNASE2B
Anolis_carolinensis	DOCK4
Anolis_carolinensis	DOCK9
Anolis_carolinensis	DPF3
Anolis_carolinensis	DPH2
Anolis_carolinensis	DPP6
Anolis_carolinensis	DPY19L1
Anolis_carolinensis	DPY19L4
Anolis_carolinensis	DR1
Anolis_carolinensis	DRP2
Anolis_carolinensis	DTL
Anolis_carolinensis	DTNBP1
Anolis_carolinensis	DTWD2
Anolis_carolinensis	DTYMK
Anolis_carolinensis	DUSP10
Anolis_carolinensis	DUSP21
Anolis_carolinensis	DUSP3
Anolis_carolinensis	DUSP5
Anolis_carolinensis	DYDC2
Anolis_carolinensis	DYNC1LI2
Anolis_carolinensis	DYNLL1
Anolis_carolinensis	DZIP1
Anolis_carolinensis	EEF1A2
Anolis_carolinensis	EEPD1
Anolis_carolinensis	EFCAB10
Anolis_carolinensis	EFEMP1
Anolis_carolinensis	EIF1AX
Anolis_carolinensis	EIF3D
Anolis_carolinensis	ELF5
Anolis_carolinensis	ELFN2
Anolis_carolinensis	ELK4
Anolis_carolinensis	ELL2
Anolis_carolinensis	ENPP2
Anolis_carolinensis	EPN3
Anolis_carolinensis	ERBB4
Anolis_carolinensis	ERC1
Anolis_carolinensis	ERC2
Anolis_carolinensis	ERGIC1
Anolis_carolinensis	ERI1
Anolis_carolinensis	ERI2
Anolis_carolinensis	ERP29
Anolis_carolinensis	ERVW-1
Anolis_carolinensis	ESRRG
Anolis_carolinensis	ETNK1
Anolis_carolinensis	EXOC1L
Anolis_carolinensis	EYA1
Anolis_carolinensis	EYA2
Anolis_carolinensis	EYA3
Anolis_carolinensis	F2
Anolis_carolinensis	F3
Anolis_carolinensis	F7
Anolis_carolinensis	FABP6
Anolis_carolinensis	FAM109A
Anolis_carolinensis	FAM109B
Anolis_carolinensis	FAM135A
Anolis_carolinensis	FAM177B
Anolis_carolinensis	FAM213A
Anolis_carolinensis	FAM217B
Anolis_carolinensis	FAM221A
Anolis_carolinensis	FAM69C
Anolis_carolinensis	FAM81B
Anolis_carolinensis	FAM83B
Anolis_carolinensis	FANCL
Anolis_carolinensis	FARP2
Anolis_carolinensis	FBXL20
Anolis_carolinensis	FBXO11
Anolis_carolinensis	FBXO21
Anolis_carolinensis	FBXO34
Anolis_carolinensis	FECH
Anolis_carolinensis	FER
Anolis_carolinensis	FERMT3
Anolis_carolinensis	FGD5
Anolis_carolinensis	FGF9
Anolis_carolinensis	FGFR1OP2
Anolis_carolinensis	FGFR4
Anolis_carolinensis	FGL1
Anolis_carolinensis	FIG4
Anolis_carolinensis	FLII
Anolis_carolinensis	FOXO1
Anolis_carolinensis	FREM1
Anolis_carolinensis	FRYL
Anolis_carolinensis	FUBP1
Anolis_carolinensis	FYCO1
Anolis_carolinensis	FYN
Anolis_carolinensis	FZD1
Anolis_carolinensis	G0S2
Anolis_carolinensis	GABRB3
Anolis_carolinensis	GALNT2
Anolis_carolinensis	GAPDH
Anolis_carolinensis	GATA5
Anolis_carolinensis	GC
Anolis_carolinensis	GDAP1
Anolis_carolinensis	GDF6
Anolis_carolinensis	GDF7
Anolis_carolinensis	GEM
Anolis_carolinensis	GEMIN8
Anolis_carolinensis	GFRA3
Anolis_carolinensis	GFRAL
Anolis_carolinensis	GGACT
Anolis_carolinensis	GGH
Anolis_carolinensis	GINM1
Anolis_carolinensis	GIP
Anolis_carolinensis	GIPC2
Anolis_carolinensis	GLIS1
Anolis_carolinensis	GLRA2
Anolis_carolinensis	GLT8D2
Anolis_carolinensis	GMEB2
Anolis_carolinensis	GMFB
Anolis_carolinensis	GNAI3
Anolis_carolinensis	GNB3
Anolis_carolinensis	GNG12
Anolis_carolinensis	GNGT2
Anolis_carolinensis	GNPDA2
Anolis_carolinensis	GNPNAT1
Anolis_carolinensis	GPA33
Anolis_carolinensis	GPATCH2
Anolis_carolinensis	GPM6B
Anolis_carolinensis	GPN2
Anolis_carolinensis	GPR12
Anolis_carolinensis	GPR150
Anolis_carolinensis	GPR180
Anolis_carolinensis	GPR183
Anolis_carolinensis	GPR6
Anolis_carolinensis	GPR61
Anolis_carolinensis	GPR75
Anolis_carolinensis	GPR78
Anolis_carolinensis	GRASP
Anolis_carolinensis	GRB7
Anolis_carolinensis	GRIP2
Anolis_carolinensis	GRM1
Anolis_carolinensis	GRSF1
Anolis_carolinensis	GRTP1
Anolis_carolinensis	GRXCR1
Anolis_carolinensis	GSC
Anolis_carolinensis	GSDME
Anolis_carolinensis	GTF2F2
Anolis_carolinensis	GTF3A
Anolis_carolinensis	GTF3C6
Anolis_carolinensis	GTPBP1
Anolis_carolinensis	GUCD1
Anolis_carolinensis	HARBI1
Anolis_carolinensis	HCFC1
Anolis_carolinensis	HCFC2
Anolis_carolinensis	HCK
Anolis_carolinensis	HCRTR2
Anolis_carolinensis	HDLBP
Anolis_carolinensis	HECTD2
Anolis_carolinensis	HECTD4
Anolis_carolinensis	HECW1
Anolis_carolinensis	HELZ
Anolis_carolinensis	HERC6
Anolis_carolinensis	HERPUD2
Anolis_carolinensis	HHIPL2
Anolis_carolinensis	HINT1
Anolis_carolinensis	HIPK1
Anolis_carolinensis	HIPK3
Anolis_carolinensis	HIST1H3F
Anolis_carolinensis	HLX
Anolis_carolinensis	HMGCLL1
Anolis_carolinensis	HMOX1
Anolis_carolinensis	HNRNPA2B1
Anolis_carolinensis	HNRNPD
Anolis_carolinensis	HNRNPH3
Anolis_carolinensis	HOXB1
Anolis_carolinensis	HPS6
Anolis_carolinensis	HRH1
Anolis_carolinensis	HRH3
Anolis_carolinensis	HS1BP3
Anolis_carolinensis	HS6ST3
Anolis_carolinensis	HSD11B1
Anolis_carolinensis	HSDL2
Anolis_carolinensis	HSP90B1
Anolis_carolinensis	HSPA13
Anolis_carolinensis	HSPA8
Anolis_carolinensis	HTR7
Anolis_carolinensis	HTRA3
Anolis_carolinensis	HYAL1
Anolis_carolinensis	IARS2
Anolis_carolinensis	IFI35
Anolis_carolinensis	IFT27
Anolis_carolinensis	IGF2BP3
Anolis_carolinensis	IKZF2
Anolis_carolinensis	IKZF4
Anolis_carolinensis	IKZF5
Anolis_carolinensis	IL17A
Anolis_carolinensis	ILF3
Anolis_carolinensis	IMMP1L
Anolis_carolinensis	ING1
Anolis_carolinensis	ING5
Anolis_carolinensis	INHBA
Anolis_carolinensis	INIP
Anolis_carolinensis	INTS7
Anolis_carolinensis	IPO13
Anolis_carolinensis	IQCD
Anolis_carolinensis	IRAK1
Anolis_carolinensis	ISOC1
Anolis_carolinensis	ISX
Anolis_carolinensis	ITGA3
Anolis_carolinensis	JARID2
Anolis_carolinensis	JHY
Anolis_carolinensis	JOSD1
Anolis_carolinensis	JPH1
Anolis_carolinensis	KATNA1
Anolis_carolinensis	KCNB2
Anolis_carolinensis	KCNC1
Anolis_carolinensis	KCNIP2
Anolis_carolinensis	KCNJ8
Anolis_carolinensis	KCNK17
Anolis_carolinensis	KCNK2
Anolis_carolinensis	KCNK5
Anolis_carolinensis	KCNQ2
Anolis_carolinensis	KCTD18
Anolis_carolinensis	KCTD3
Anolis_carolinensis	KCTD8
Anolis_carolinensis	KDELC2
Anolis_carolinensis	KDM2B
Anolis_carolinensis	KDM5A
Anolis_carolinensis	KIAA0895
Anolis_carolinensis	KIAA1024L
Anolis_carolinensis	KIAA1147
Anolis_carolinensis	KIAA1211
Anolis_carolinensis	KIAA1324
Anolis_carolinensis	KIAA1958
Anolis_carolinensis	KIF14
Anolis_carolinensis	KIF19
Anolis_carolinensis	KIF3B
Anolis_carolinensis	KLHL23
Anolis_carolinensis	KLHL33
Anolis_carolinensis	KMT2E
Anolis_carolinensis	KRIT1
Anolis_carolinensis	KRT82
Anolis_carolinensis	KSR2
Anolis_carolinensis	LACTB2
Anolis_carolinensis	LAMA5
Anolis_carolinensis	LAMP1
Anolis_carolinensis	LANCL1
Anolis_carolinensis	LATS1
Anolis_carolinensis	LATS2
Anolis_carolinensis	LCT
Anolis_carolinensis	LENG1
Anolis_carolinensis	LGALS3
Anolis_carolinensis	LHFPL3
Anolis_carolinensis	LHX8
Anolis_carolinensis	LIMS2
Anolis_carolinensis	LLGL1
Anolis_carolinensis	LMBR1
Anolis_carolinensis	LMO2
Anolis_carolinensis	LOXL3
Anolis_carolinensis	LPGAT1
Anolis_carolinensis	LRCH3
Anolis_carolinensis	LRP4
Anolis_carolinensis	LRP5
Anolis_carolinensis	LRP8
Anolis_carolinensis	LRPPRC
Anolis_carolinensis	LRRC27
Anolis_carolinensis	LRRC40
Anolis_carolinensis	LRRC59
Anolis_carolinensis	LRRC6
Anolis_carolinensis	LRRC7
Anolis_carolinensis	LRRC72
Anolis_carolinensis	LRRD1
Anolis_carolinensis	LSM1
Anolis_carolinensis	LSM14B
Anolis_carolinensis	LY96
Anolis_carolinensis	LYRM1
Anolis_carolinensis	MADD
Anolis_carolinensis	MAFF
Anolis_carolinensis	MAGOH
Anolis_carolinensis	MAL2
Anolis_carolinensis	MALSU1
Anolis_carolinensis	MAN2A1
Anolis_carolinensis	MAP3K15
Anolis_carolinensis	MAP7D2
Anolis_carolinensis	MAPK12
Anolis_carolinensis	MAPK1IP1L
Anolis_carolinensis	MCM5
Anolis_carolinensis	MCM6
Anolis_carolinensis	MCTP1
Anolis_carolinensis	MCUR1
Anolis_carolinensis	MEAF6
Anolis_carolinensis	MED1
Anolis_carolinensis	MED24
Anolis_carolinensis	MED8
Anolis_carolinensis	MEOX2
Anolis_carolinensis	METTL24
Anolis_carolinensis	METTL5
Anolis_carolinensis	MFHAS1
Anolis_carolinensis	MFSD4B
Anolis_carolinensis	MGEA5
Anolis_carolinensis	MIA3
Anolis_carolinensis	MICAL2
Anolis_carolinensis	MICAL3
Anolis_carolinensis	MICU2
Anolis_carolinensis	MID1IP1
Anolis_carolinensis	MIEF2
Anolis_carolinensis	MIGA1
Anolis_carolinensis	MKI67
Anolis_carolinensis	MLEC
Anolis_carolinensis	MMADHC
Anolis_carolinensis	MNX1
Anolis_carolinensis	MOB1B
Anolis_carolinensis	MON1A
Anolis_carolinensis	MORN3
Anolis_carolinensis	MPLKIP
Anolis_carolinensis	MPP6
Anolis_carolinensis	MPPED2
Anolis_carolinensis	MRGBP
Anolis_carolinensis	MRPL10
Anolis_carolinensis	MRPL13
Anolis_carolinensis	MRPL33
Anolis_carolinensis	MRPL57
Anolis_carolinensis	MRPS33
Anolis_carolinensis	MSC
Anolis_carolinensis	MSH6
Anolis_carolinensis	MSR1
Anolis_carolinensis	MT-ATP8
Anolis_carolinensis	MT-ND3
Anolis_carolinensis	MT-ND4
Anolis_carolinensis	MT-ND4L
Anolis_carolinensis	MT-ND5
Anolis_carolinensis	MTBP
Anolis_carolinensis	MTCL1
Anolis_carolinensis	MTERF1
Anolis_carolinensis	MTERF2
Anolis_carolinensis	MTERF3
Anolis_carolinensis	MTERF4
Anolis_carolinensis	MTFR1
Anolis_carolinensis	MTG2
Anolis_carolinensis	MTHFD1L
Anolis_carolinensis	MTMR14
Anolis_carolinensis	MVD
Anolis_carolinensis	MXI1
Anolis_carolinensis	MYBL1
Anolis_carolinensis	MYBPC3
Anolis_carolinensis	MYCBPAP
Anolis_carolinensis	MYL7
Anolis_carolinensis	MYLIP
Anolis_carolinensis	MYMX
Anolis_carolinensis	MYOD1
Anolis_carolinensis	MYPN
Anolis_carolinensis	MYT1L
Anolis_carolinensis	N4BP2
Anolis_carolinensis	NAA20
Anolis_carolinensis	NAA25
Anolis_carolinensis	NAGA
Anolis_carolinensis	NARS
Anolis_carolinensis	NATD1
Anolis_carolinensis	NCAPD2
Anolis_carolinensis	NDRG1
Anolis_carolinensis	NDUFAF3
Anolis_carolinensis	NDUFB2
Anolis_carolinensis	NEK1
Anolis_carolinensis	NEK2
Anolis_carolinensis	NELFA
Anolis_carolinensis	NELL1
Anolis_carolinensis	NEXN
Anolis_carolinensis	NFE2L1
Anolis_carolinensis	NFE2L3
Anolis_carolinensis	NFIB
Anolis_carolinensis	NHLH2
Anolis_carolinensis	NINJ2
Anolis_carolinensis	NME7
Anolis_carolinensis	NMI
Anolis_carolinensis	NOP10
Anolis_carolinensis	NOS1
Anolis_carolinensis	NOV
Anolis_carolinensis	NPM3
Anolis_carolinensis	NPVF
Anolis_carolinensis	NPY
Anolis_carolinensis	NR1H3
Anolis_carolinensis	NR5A2
Anolis_carolinensis	NRAS
Anolis_carolinensis	NRDC
Anolis_carolinensis	NSMAF
Anolis_carolinensis	NSUN7
Anolis_carolinensis	NT5DC2
Anolis_carolinensis	NTN1
Anolis_carolinensis	NTSR1
Anolis_carolinensis	NUCKS1
Anolis_carolinensis	NUP37
Anolis_carolinensis	NUP43
Anolis_carolinensis	NUPL2
Anolis_carolinensis	OAF
Anolis_carolinensis	OFD1
Anolis_carolinensis	OGFR
Anolis_carolinensis	OGG1
Anolis_carolinensis	OLFML3
Anolis_carolinensis	OR4N5
Anolis_carolinensis	OR5F1
Anolis_carolinensis	ORAI1
Anolis_carolinensis	ORC1
Anolis_carolinensis	ORC5
Anolis_carolinensis	OSBPL2
Anolis_carolinensis	OSBPL3
Anolis_carolinensis	OSBPL7
Anolis_carolinensis	OSGEP
Anolis_carolinensis	OTC
Anolis_carolinensis	OTOG
Anolis_carolinensis	PACSIN3
Anolis_carolinensis	PAFAH2
Anolis_carolinensis	PANX2
Anolis_carolinensis	PAPLN
Anolis_carolinensis	PAPPA2
Anolis_carolinensis	PARP2
Anolis_carolinensis	PARPBP
Anolis_carolinensis	PARVA
Anolis_carolinensis	PASK
Anolis_carolinensis	PBLD
Anolis_carolinensis	PBRM1
Anolis_carolinensis	PCCA
Anolis_carolinensis	PCDHB4
Anolis_carolinensis	PCGF5
Anolis_carolinensis	PCID2
Anolis_carolinensis	PCYT1B
Anolis_carolinensis	PDE7A
Anolis_carolinensis	PDHA1
Anolis_carolinensis	PDS5A
Anolis_carolinensis	PEX26
Anolis_carolinensis	PFKP
Anolis_carolinensis	PGBD5
Anolis_carolinensis	PGGT1B
Anolis_carolinensis	PHF20L1
Anolis_carolinensis	PHKA2
Anolis_carolinensis	PHYH
Anolis_carolinensis	PIGK
Anolis_carolinensis	PIGO
Anolis_carolinensis	PIGV
Anolis_carolinensis	PIK3CG
Anolis_carolinensis	PIK3R1
Anolis_carolinensis	PIK3R5
Anolis_carolinensis	PIWIL2
Anolis_carolinensis	PJA2
Anolis_carolinensis	PLAC8
Anolis_carolinensis	PLAGL2
Anolis_carolinensis	PLBD2
Anolis_carolinensis	PLEKHA7
Anolis_carolinensis	PLEKHD1
Anolis_carolinensis	PLEKHG1
Anolis_carolinensis	PLPBP
Anolis_carolinensis	PLXNA4
Anolis_carolinensis	PM20D1
Anolis_carolinensis	PMEL
Anolis_carolinensis	PNPO
Anolis_carolinensis	PNPT1
Anolis_carolinensis	PODN
Anolis_carolinensis	POFUT1
Anolis_carolinensis	POLR3B
Anolis_carolinensis	POLR3D
Anolis_carolinensis	POP5
Anolis_carolinensis	POU2F1
Anolis_carolinensis	POU2F3
Anolis_carolinensis	POU6F1
Anolis_carolinensis	POU6F2
Anolis_carolinensis	PPARG
Anolis_carolinensis	PPDPF
Anolis_carolinensis	PPEF1
Anolis_carolinensis	PPFIA1
Anolis_carolinensis	PPIC
Anolis_carolinensis	PPIP5K2
Anolis_carolinensis	PPM1K
Anolis_carolinensis	PPOX
Anolis_carolinensis	PPP1R3C
Anolis_carolinensis	PPP1R7
Anolis_carolinensis	PPP1R9B
Anolis_carolinensis	PPP2R5A
Anolis_carolinensis	PPP3CC
Anolis_carolinensis	PPP4R3B
Anolis_carolinensis	PPP6R3
Anolis_carolinensis	PPWD1
Anolis_carolinensis	PRDM11
Anolis_carolinensis	PREX2
Anolis_carolinensis	PRKAR2B
Anolis_carolinensis	PROX1
Anolis_carolinensis	PROZ
Anolis_carolinensis	PRPF3
Anolis_carolinensis	PRPF31
Anolis_carolinensis	PRR12
Anolis_carolinensis	PRR15L
Anolis_carolinensis	PRRG4
Anolis_carolinensis	PSEN1
Anolis_carolinensis	PSMA7
Anolis_carolinensis	PSMC2
Anolis_carolinensis	PTAFR
Anolis_carolinensis	PTBP3
Anolis_carolinensis	PTGFR
Anolis_carolinensis	PTP4A2
Anolis_carolinensis	PTPN14
Anolis_carolinensis	PTPRC
Anolis_carolinensis	PTPRH
Anolis_carolinensis	PUM3
Anolis_carolinensis	PUS7
Anolis_carolinensis	PVALB
Anolis_carolinensis	QSER1
Anolis_carolinensis	QTRT1
Anolis_carolinensis	RAB1A
Anolis_carolinensis	RAB29
Anolis_carolinensis	RAB2A
Anolis_carolinensis	RAB2B
Anolis_carolinensis	RAB32
Anolis_carolinensis	RAB3IL1
Anolis_carolinensis	RAB5B
Anolis_carolinensis	RAB9A
Anolis_carolinensis	RAC2
Anolis_carolinensis	RAD52
Anolis_carolinensis	RAD54L
Anolis_carolinensis	RAD54L2
Anolis_carolinensis	RALA
Anolis_carolinensis	RANGAP1
Anolis_carolinensis	RAPGEFL1
Anolis_carolinensis	RASGEF1B
Anolis_carolinensis	RASGRF2
Anolis_carolinensis	RASL11A
Anolis_carolinensis	RASSF1
Anolis_carolinensis	RASSF10
Anolis_carolinensis	RBBP8NL
Anolis_carolinensis	RBM25
Anolis_carolinensis	RBM33
Anolis_carolinensis	RBM43
Anolis_carolinensis	RBM47
Anolis_carolinensis	RBM6
Anolis_carolinensis	RBPJ
Anolis_carolinensis	RD3
Anolis_carolinensis	RELN
Anolis_carolinensis	REV1
Anolis_carolinensis	REV3L
Anolis_carolinensis	RFC5
Anolis_carolinensis	RFX4
Anolis_carolinensis	RGS6
Anolis_carolinensis	RHOB
Anolis_carolinensis	RHOBTB3
Anolis_carolinensis	RHOF
Anolis_carolinensis	RHOH
Anolis_carolinensis	RIC8B
Anolis_carolinensis	RINT1
Anolis_carolinensis	RIOK2
Anolis_carolinensis	RITA1
Anolis_carolinensis	RLBP1
Anolis_carolinensis	RMND1
Anolis_carolinensis	RNF10
Anolis_carolinensis	RNF166
Anolis_carolinensis	RNF182
Anolis_carolinensis	RNF32
Anolis_carolinensis	ROBO3
Anolis_carolinensis	ROMO1
Anolis_carolinensis	RPA2
Anolis_carolinensis	RPE65
Anolis_carolinensis	RPF2
Anolis_carolinensis	RPGR
Anolis_carolinensis	RPL21
