species	Gene_focal
Anolis_carolinensis	C18orf32
Anolis_carolinensis	C18orf63
Anolis_carolinensis	C19orf12
Anolis_carolinensis	C19orf47
Anolis_carolinensis	C19orf73
Anolis_carolinensis	C19orf81
Anolis_carolinensis	C1QL2
Anolis_carolinensis	C1QL3
Anolis_carolinensis	C1QTNF1
Anolis_carolinensis	C1QTNF6
Anolis_carolinensis	C1QTNF7
Anolis_carolinensis	C1S
Anolis_carolinensis	C1orf115
Anolis_carolinensis	C1orf116
Anolis_carolinensis	C1orf123
Anolis_carolinensis	C1orf146
Anolis_carolinensis	C1orf159
Anolis_carolinensis	C1orf174
Anolis_carolinensis	C1orf194
Anolis_carolinensis	C1orf210
Anolis_carolinensis	C1orf216
Anolis_carolinensis	C1orf228
Anolis_carolinensis	C1orf35
Anolis_carolinensis	C1orf74
Anolis_carolinensis	C1orf87
Anolis_carolinensis	C20orf204
Anolis_carolinensis	C20orf85
Anolis_carolinensis	C21orf2
Anolis_carolinensis	C21orf33
Anolis_carolinensis	C22orf46
Anolis_carolinensis	C2CD5
Anolis_carolinensis	C2orf40
Anolis_carolinensis	C2orf50
Anolis_carolinensis	C2orf71
Anolis_carolinensis	C2orf76
Anolis_carolinensis	C2orf80
Anolis_carolinensis	C3AR1
Anolis_carolinensis	C3orf14
Anolis_carolinensis	C3orf18
Anolis_carolinensis	C3orf20
Anolis_carolinensis	C3orf56
Anolis_carolinensis	C3orf67
Anolis_carolinensis	C3orf84
Anolis_carolinensis	C4orf17
Anolis_carolinensis	C4orf19
Anolis_carolinensis	C4orf45
Anolis_carolinensis	C4orf47
Anolis_carolinensis	C4orf48
Anolis_carolinensis	C5orf24
Anolis_carolinensis	C5orf30
Anolis_carolinensis	C5orf34
Anolis_carolinensis	C5orf42
Anolis_carolinensis	C5orf49
Anolis_carolinensis	C5orf51
Anolis_carolinensis	C5orf60
Anolis_carolinensis	C6orf106
Anolis_carolinensis	C6orf136
Anolis_carolinensis	C6orf201
Anolis_carolinensis	C6orf58
Anolis_carolinensis	C6orf62
Anolis_carolinensis	C7orf31
Anolis_carolinensis	C7orf33
Anolis_carolinensis	C8A
Anolis_carolinensis	C8orf34
Anolis_carolinensis	C8orf37
Anolis_carolinensis	C8orf46
Anolis_carolinensis	C8orf59
Anolis_carolinensis	C8orf86
Anolis_carolinensis	C9
Anolis_carolinensis	C9orf135
Anolis_carolinensis	C9orf24
Anolis_carolinensis	C9orf3
Anolis_carolinensis	C9orf64
Anolis_carolinensis	CA8
Anolis_carolinensis	CABCOCO1
Anolis_carolinensis	CABLES1
Anolis_carolinensis	CABLES2
Anolis_carolinensis	CABP1
Anolis_carolinensis	CABP2
Anolis_carolinensis	CACHD1
Anolis_carolinensis	CACNA1F
Anolis_carolinensis	CACNA1G
Anolis_carolinensis	CACNA1I
Anolis_carolinensis	CACNA2D2
Anolis_carolinensis	CACNA2D4
Anolis_carolinensis	CACNB2
Anolis_carolinensis	CACNB3
Anolis_carolinensis	CACNG1
Anolis_carolinensis	CACNG2
Anolis_carolinensis	CACNG4
Anolis_carolinensis	CACNG5
Anolis_carolinensis	CACNG7
Anolis_carolinensis	CACNG8
Anolis_carolinensis	CADPS
Anolis_carolinensis	CALB1
Anolis_carolinensis	CALCOCO1
Anolis_carolinensis	CALCOCO2
Anolis_carolinensis	CALCR
Anolis_carolinensis	CALHM2
Anolis_carolinensis	CALHM4
Anolis_carolinensis	CALM1
Anolis_carolinensis	CALR
Anolis_carolinensis	CAMK1D
Anolis_carolinensis	CAMK2A
Anolis_carolinensis	CAMK2D
Anolis_carolinensis	CAMK2G
Anolis_carolinensis	CAMK2N1
Anolis_carolinensis	CAMK4
Anolis_carolinensis	CAMKV
Anolis_carolinensis	CAMLG
Anolis_carolinensis	CANX
Anolis_carolinensis	CAP1
Anolis_carolinensis	CAPN14
Anolis_carolinensis	CAPS2
Anolis_carolinensis	CAPZA1
Anolis_carolinensis	CAPZA2
Anolis_carolinensis	CAPZA3
Anolis_carolinensis	CARD10
Anolis_carolinensis	CARD11
Anolis_carolinensis	CARD19
Anolis_carolinensis	CARD6
Anolis_carolinensis	CARMIL1
Anolis_carolinensis	CARNS1
Anolis_carolinensis	CARS2
Anolis_carolinensis	CASC3
Anolis_carolinensis	CASC4
Anolis_carolinensis	CASD1
Anolis_carolinensis	CASK
Anolis_carolinensis	CASKIN2
Anolis_carolinensis	CASP6
Anolis_carolinensis	CASP7
Anolis_carolinensis	CASP8AP2
Anolis_carolinensis	CASS4
Anolis_carolinensis	CAST
Anolis_carolinensis	CATIP
Anolis_carolinensis	CATSPERE
Anolis_carolinensis	CAVIN1
Anolis_carolinensis	CAVIN2
Anolis_carolinensis	CBFA2T2
Anolis_carolinensis	CBS
Anolis_carolinensis	CBSL
Anolis_carolinensis	CBX1
Anolis_carolinensis	CBX2
Anolis_carolinensis	CBX3
Anolis_carolinensis	CBX5
Anolis_carolinensis	CBY1
Anolis_carolinensis	CC2D1B
Anolis_carolinensis	CCAR1
Anolis_carolinensis	CCDC102A
Anolis_carolinensis	CCDC102B
Anolis_carolinensis	CCDC110
Anolis_carolinensis	CCDC112
Anolis_carolinensis	CCDC120
Anolis_carolinensis	CCDC126
Anolis_carolinensis	CCDC129
Anolis_carolinensis	CCDC134
Anolis_carolinensis	CCDC138
Anolis_carolinensis	CCDC14
Anolis_carolinensis	CCDC148
Anolis_carolinensis	CCDC150
Anolis_carolinensis	CCDC152
Anolis_carolinensis	CCDC157
Anolis_carolinensis	CCDC158
Anolis_carolinensis	CCDC159
Anolis_carolinensis	CCDC163
Anolis_carolinensis	CCDC172
Anolis_carolinensis	CCDC173
Anolis_carolinensis	CCDC174
Anolis_carolinensis	CCDC175
Anolis_carolinensis	CCDC177
Anolis_carolinensis	CCDC178
Anolis_carolinensis	CCDC18
Anolis_carolinensis	CCDC181
Anolis_carolinensis	CCDC185
Anolis_carolinensis	CCDC186
Anolis_carolinensis	CCDC189
Anolis_carolinensis	CCDC192
Anolis_carolinensis	CCDC195
Anolis_carolinensis	CCDC198
Anolis_carolinensis	CCDC22
Anolis_carolinensis	CCDC28B
Anolis_carolinensis	CCDC40
Anolis_carolinensis	CCDC54
Anolis_carolinensis	CCDC57
Anolis_carolinensis	CCDC59
Anolis_carolinensis	CCDC66
Anolis_carolinensis	CCDC68
Anolis_carolinensis	CCDC7
Anolis_carolinensis	CCDC71L
Anolis_carolinensis	CCDC73
Anolis_carolinensis	CCDC77
Anolis_carolinensis	CCDC80
Anolis_carolinensis	CCDC85A
Anolis_carolinensis	CCDC85C
Anolis_carolinensis	CCDC88A
Anolis_carolinensis	CCDC88C
Anolis_carolinensis	CCDC89
Anolis_carolinensis	CCDC90B
Anolis_carolinensis	CCDC91
Anolis_carolinensis	CCER2
Anolis_carolinensis	CCKAR
Anolis_carolinensis	CCL28
Anolis_carolinensis	CCM2L
Anolis_carolinensis	CCNA1
Anolis_carolinensis	CCNA2
Anolis_carolinensis	CCNB2
