species	Gene_focal
Drosophila_ananassae	CG15020
Drosophila_ananassae	CG15027
Drosophila_ananassae	CG15034
Drosophila_ananassae	CG15035
Drosophila_ananassae	CG15161
Drosophila_ananassae	CG15168
Drosophila_ananassae	CG15209
Drosophila_ananassae	CG15239
Drosophila_ananassae	CG15332
Drosophila_ananassae	CG15343
Drosophila_ananassae	CG1542
Drosophila_ananassae	CG1544
Drosophila_ananassae	CG15515
Drosophila_ananassae	CG15517
Drosophila_ananassae	CG15522
Drosophila_ananassae	CG15525
Drosophila_ananassae	CG15638
Drosophila_ananassae	CG15676
Drosophila_ananassae	CG1571
Drosophila_ananassae	CG15861
Drosophila_ananassae	CG15873
Drosophila_ananassae	CG15877
Drosophila_ananassae	CG15887
Drosophila_ananassae	CG15888
Drosophila_ananassae	CG1598
Drosophila_ananassae	CG16704
Drosophila_ananassae	CG16743
Drosophila_ananassae	CG16787
Drosophila_ananassae	CG16790
Drosophila_ananassae	CG16813
Drosophila_ananassae	CG16837
Drosophila_ananassae	CG17019
Drosophila_ananassae	CG17145
Drosophila_ananassae	CG17202
Drosophila_ananassae	CG17294
Drosophila_ananassae	CG1750
Drosophila_ananassae	CG17575
Drosophila_ananassae	CG17658
Drosophila_ananassae	CG17739
Drosophila_ananassae	CG17764
Drosophila_ananassae	CG17780
Drosophila_ananassae	CG17782
Drosophila_ananassae	CG17784
Drosophila_ananassae	CG17819
Drosophila_ananassae	CG17928
Drosophila_ananassae	CG17931
Drosophila_ananassae	CG17977
Drosophila_ananassae	CG18304
Drosophila_ananassae	CG18335
Drosophila_ananassae	CG18418
Drosophila_ananassae	CG18476
Drosophila_ananassae	CG18528
Drosophila_ananassae	CG18628
Drosophila_ananassae	CG18731
Drosophila_ananassae	CG1885
Drosophila_ananassae	CG18869
Drosophila_ananassae	CG1983
Drosophila_ananassae	CG1999
Drosophila_ananassae	CG2698
Drosophila_ananassae	CG2747
Drosophila_ananassae	CG2767
Drosophila_ananassae	CG2794
Drosophila_ananassae	CG2807
Drosophila_ananassae	CG2811
Drosophila_ananassae	CG2970
Drosophila_ananassae	CG2991
Drosophila_ananassae	CG30047
Drosophila_ananassae	CG30048
Drosophila_ananassae	CG30050
Drosophila_ananassae	CG3009
Drosophila_ananassae	CG30158
Drosophila_ananassae	CG30161
Drosophila_ananassae	CG30172
Drosophila_ananassae	CG30183
Drosophila_ananassae	CG30285
Drosophila_ananassae	CG30377
Drosophila_ananassae	CG30379
Drosophila_ananassae	CG30380
Drosophila_ananassae	CG30381
Drosophila_ananassae	CG30392
Drosophila_ananassae	CG30493
Drosophila_ananassae	CG30499
Drosophila_ananassae	CG3062
Drosophila_ananassae	CG3065
Drosophila_ananassae	CG31002
Drosophila_ananassae	CG31021
Drosophila_ananassae	CG31028
Drosophila_ananassae	CG31030
Drosophila_ananassae	CG31036
Drosophila_ananassae	CG31038
Drosophila_ananassae	CG31041
Drosophila_ananassae	CG31098
Drosophila_ananassae	CG31102
Drosophila_ananassae	CG31108
Drosophila_ananassae	CG31109
Drosophila_ananassae	CG31111
Drosophila_ananassae	CG31156
Drosophila_ananassae	CG31161
Drosophila_ananassae	CG31174
Drosophila_ananassae	CG31178
Drosophila_ananassae	CG3121
Drosophila_ananassae	CG31368
Drosophila_ananassae	CG31431
Drosophila_ananassae	CG31463
Drosophila_ananassae	CG31464
Drosophila_ananassae	CG3163
Drosophila_ananassae	CG31659
Drosophila_ananassae	CG31690
Drosophila_ananassae	CG31694
Drosophila_ananassae	CG31715
Drosophila_ananassae	CG31777
Drosophila_ananassae	CG31789
Drosophila_ananassae	CG31855
Drosophila_ananassae	CG31897
Drosophila_ananassae	CG31908
Drosophila_ananassae	CG31915
Drosophila_ananassae	CG31922
Drosophila_ananassae	CG32036
Drosophila_ananassae	CG32037
Drosophila_ananassae	CG32039
Drosophila_ananassae	CG32066
Drosophila_ananassae	CG32176
Drosophila_ananassae	CG3223
Drosophila_ananassae	CG32235
Drosophila_ananassae	CG32237
Drosophila_ananassae	CG32249
Drosophila_ananassae	CG32260
Drosophila_ananassae	CG32276
Drosophila_ananassae	CG32436
Drosophila_ananassae	CG32437
Drosophila_ananassae	CG32537
Drosophila_ananassae	CG32590
Drosophila_ananassae	CG32631
Drosophila_ananassae	CG32669
Drosophila_ananassae	CG32772
Drosophila_ananassae	CG32809
Drosophila_ananassae	CG32815
Drosophila_ananassae	CG32856
Drosophila_ananassae	CG33017
Drosophila_ananassae	CG33052
Drosophila_ananassae	CG3308
Drosophila_ananassae	CG33107
Drosophila_ananassae	CG33189
Drosophila_ananassae	CG33228
Drosophila_ananassae	CG33303
Drosophila_ananassae	CG33339
Drosophila_ananassae	CG33342
Drosophila_ananassae	CG3344
Drosophila_ananassae	CG33493
Drosophila_ananassae	CG33626
Drosophila_ananassae	CG33627
Drosophila_ananassae	CG33641
Drosophila_ananassae	CG33645
Drosophila_ananassae	CG33655
Drosophila_ananassae	CG34033
Drosophila_ananassae	CG34043
Drosophila_ananassae	CG34159
Drosophila_ananassae	CG34160
Drosophila_ananassae	CG34213
Drosophila_ananassae	CG34214
Drosophila_ananassae	CG34216
Drosophila_ananassae	CG34223
Drosophila_ananassae	CG34224
Drosophila_ananassae	CG34274
Drosophila_ananassae	CG34284
Drosophila_ananassae	CG34298
Drosophila_ananassae	CG3430
Drosophila_ananassae	CG34301
Drosophila_ananassae	CG34325
Drosophila_ananassae	CG34367
Drosophila_ananassae	CG34404
Drosophila_ananassae	CG3483
Drosophila_ananassae	CG3511
Drosophila_ananassae	CG3520
Drosophila_ananassae	CG3542
Drosophila_ananassae	CG3589
Drosophila_ananassae	CG3662
Drosophila_ananassae	CG3663
Drosophila_ananassae	CG3689
Drosophila_ananassae	CG3703
Drosophila_ananassae	CG3704
Drosophila_ananassae	CG3706
Drosophila_ananassae	CG3708
Drosophila_ananassae	CG3760
Drosophila_ananassae	CG3770
Drosophila_ananassae	CG3776
Drosophila_ananassae	CG3803
Drosophila_ananassae	CG3862
Drosophila_ananassae	CG3876
Drosophila_ananassae	CG4022
Drosophila_ananassae	CG4042
Drosophila_ananassae	CG42319
Drosophila_ananassae	CG42335
Drosophila_ananassae	CG42364
Drosophila_ananassae	CG42366
Drosophila_ananassae	CG42367
Drosophila_ananassae	CG42541
Drosophila_ananassae	CG42781
Drosophila_ananassae	CG42812
Drosophila_ananassae	CG43062
Drosophila_ananassae	CG43110
Drosophila_ananassae	CG43317
Drosophila_ananassae	CG43318
Drosophila_ananassae	CG43343
Drosophila_ananassae	CG43367
Drosophila_ananassae	CG43386
Drosophila_ananassae	CG4364
Drosophila_ananassae	CG43750
Drosophila_ananassae	CG4404
Drosophila_ananassae	CG44153
Drosophila_ananassae	CG44405
Drosophila_ananassae	CG4452
Drosophila_ananassae	CG4455
Drosophila_ananassae	CG44838
Drosophila_ananassae	CG4520
Drosophila_ananassae	CG4538
Drosophila_ananassae	CG4552
Drosophila_ananassae	CG4563
Drosophila_ananassae	CG4598
Drosophila_ananassae	CG4629
Drosophila_ananassae	CG4681
Drosophila_ananassae	CG4733
Drosophila_ananassae	CG4741
Drosophila_ananassae	CG4781
Drosophila_ananassae	CG4806
Drosophila_ananassae	CG4825
Drosophila_ananassae	CG4853
Drosophila_ananassae	CG4858
Drosophila_ananassae	CG4882
Drosophila_ananassae	CG4908
Drosophila_ananassae	CG4953
Drosophila_ananassae	CG4957
Drosophila_ananassae	CG4968
Drosophila_ananassae	CG4972
Drosophila_ananassae	CG4995
Drosophila_ananassae	CG5022
Drosophila_ananassae	CG5037
Drosophila_ananassae	CG5045
Drosophila_ananassae	CG5056
Drosophila_ananassae	CG5096
Drosophila_ananassae	CG5104
Drosophila_ananassae	CG5118
Drosophila_ananassae	CG5188
Drosophila_ananassae	CG5262
Drosophila_ananassae	CG5274
Drosophila_ananassae	CG5282
Drosophila_ananassae	CG5339
Drosophila_ananassae	CG5355
Drosophila_ananassae	CG5367
Drosophila_ananassae	CG5381
Drosophila_ananassae	CG5390
Drosophila_ananassae	CG5432
Drosophila_ananassae	CG5543
Drosophila_ananassae	CG5554
Drosophila_ananassae	CG5597
Drosophila_ananassae	CG5599
Drosophila_ananassae	CG5604
Drosophila_ananassae	CG5618
Drosophila_ananassae	CG5665
Drosophila_ananassae	CG5676
Drosophila_ananassae	CG5694
Drosophila_ananassae	CG5708
Drosophila_ananassae	CG5762
Drosophila_ananassae	CG5768
Drosophila_ananassae	CG5846
Drosophila_ananassae	CG5849
Drosophila_ananassae	CG5882
Drosophila_ananassae	CG5885
Drosophila_ananassae	CG5964
Drosophila_ananassae	CG6013
Drosophila_ananassae	CG6028
Drosophila_ananassae	CG6048
Drosophila_ananassae	CG6051
Drosophila_ananassae	CG6055
Drosophila_ananassae	CG6136
Drosophila_ananassae	CG6144
Drosophila_ananassae	CG6201
Drosophila_ananassae	CG6230
Drosophila_ananassae	CG6296
Drosophila_ananassae	CG6329
Drosophila_ananassae	CG6337
Drosophila_ananassae	CG6347
Drosophila_ananassae	CG6357
Drosophila_ananassae	CG6404
Drosophila_ananassae	CG6409
Drosophila_ananassae	CG6435
Drosophila_ananassae	CG6454
Drosophila_ananassae	CG6523
Drosophila_ananassae	CG6540
Drosophila_ananassae	CG6550
Drosophila_ananassae	CG6565
Drosophila_ananassae	CG6607
Drosophila_ananassae	CG6617
Drosophila_ananassae	CG6656
Drosophila_ananassae	CG6659
Drosophila_ananassae	CG6678
Drosophila_ananassae	CG6685
Drosophila_ananassae	CG6701
Drosophila_ananassae	CG6707
Drosophila_ananassae	CG6724
Drosophila_ananassae	CG6790
Drosophila_ananassae	CG6903
Drosophila_ananassae	CG6923
Drosophila_ananassae	CG6937
Drosophila_ananassae	CG6938
Drosophila_ananassae	CG6959
Drosophila_ananassae	CG6962
Drosophila_ananassae	CG6971
Drosophila_ananassae	CG7194
Drosophila_ananassae	CG7220
Drosophila_ananassae	CG7222
Drosophila_ananassae	CG7277
Drosophila_ananassae	CG7298
Drosophila_ananassae	CG7409
Drosophila_ananassae	CG7593
Drosophila_ananassae	CG7601
Drosophila_ananassae	CG7616
Drosophila_ananassae	CG7637
Drosophila_ananassae	CG7789
Drosophila_ananassae	CG7896
Drosophila_ananassae	CG7903
Drosophila_ananassae	CG7997
Drosophila_ananassae	CG8003
Drosophila_ananassae	CG8009
Drosophila_ananassae	CG8028
Drosophila_ananassae	CG8199
Drosophila_ananassae	CG8476
Drosophila_ananassae	CG8483
Drosophila_ananassae	CG8498
Drosophila_ananassae	CG8500
Drosophila_ananassae	CG8525
Drosophila_ananassae	CG8531
Drosophila_ananassae	CG8547
Drosophila_ananassae	CG8550
Drosophila_ananassae	CG8564
Drosophila_ananassae	CG8584
Drosophila_ananassae	CG8602
Drosophila_ananassae	CG8607
Drosophila_ananassae	CG8613
Drosophila_ananassae	CG8629
Drosophila_ananassae	CG8646
Drosophila_ananassae	CG8712
Drosophila_ananassae	CG8713
Drosophila_ananassae	CG8726
Drosophila_ananassae	CG8728
Drosophila_ananassae	CG8778
Drosophila_ananassae	CG8839
Drosophila_ananassae	CG9004
Drosophila_ananassae	CG9062
Drosophila_ananassae	CG9067
Drosophila_ananassae	CG9164
Drosophila_ananassae	CG9302
Drosophila_ananassae	CG9305
Drosophila_ananassae	CG9319
Drosophila_ananassae	CG9323
Drosophila_ananassae	CG9393
Drosophila_ananassae	CG9396
Drosophila_ananassae	CG9541
Drosophila_ananassae	CG9601
Drosophila_ananassae	CG9626
Drosophila_ananassae	CG9812
Drosophila_ananassae	CG9815
Drosophila_ananassae	CG9941
Drosophila_ananassae	CIA30
Drosophila_ananassae	COX7AL
Drosophila_ananassae	CSN4
Drosophila_ananassae	CSN6
Drosophila_ananassae	Cad87A
Drosophila_ananassae	Cad96Ca
Drosophila_ananassae	Caf1-105
Drosophila_ananassae	Cand1
Drosophila_ananassae	Cap-G
Drosophila_ananassae	Capa
Drosophila_ananassae	Cbp80
Drosophila_ananassae	Cby
Drosophila_ananassae	Cchl
Drosophila_ananassae	Ccm3
Drosophila_ananassae	Cdk5alpha
Drosophila_ananassae	Cf2
Drosophila_ananassae	CheA7a
Drosophila_ananassae	Chrac-14
Drosophila_ananassae	Claspin
Drosophila_ananassae	Clp
Drosophila_ananassae	Cngl
Drosophila_ananassae	Coprox
Drosophila_ananassae	Corin
Drosophila_ananassae	Cpr47Eg
Drosophila_ananassae	Cpr60D
Drosophila_ananassae	Cpr67B
Drosophila_ananassae	Cpr97Ea
Drosophila_ananassae	Cul1
Drosophila_ananassae	Cul4
Drosophila_ananassae	CycB
Drosophila_ananassae	Cyp301a1
Drosophila_ananassae	Cyp4d20
Drosophila_ananassae	Cyp4s3
Drosophila_ananassae	Cyp6g1
Drosophila_ananassae	Cyp6u1
Drosophila_ananassae	Cyt-b5-r
Drosophila_ananassae	DCP1
Drosophila_ananassae	DCTN4-p62
Drosophila_ananassae	DNA-ligI
Drosophila_ananassae	DNApol-alpha60
Drosophila_ananassae	DOR
Drosophila_ananassae	Desat2
Drosophila_ananassae	Dgk
Drosophila_ananassae	Dh31-R
Drosophila_ananassae	Dh44-R2
Drosophila_ananassae	Dhc64C
Drosophila_ananassae	Dhod
Drosophila_ananassae	Dhpr
Drosophila_ananassae	Dlic
Drosophila_ananassae	Dnz1
Drosophila_ananassae	Dph5
Drosophila_ananassae	Dronc
Drosophila_ananassae	E(z)
Drosophila_ananassae	EF-G2
Drosophila_ananassae	EMC1
Drosophila_ananassae	EfSec
Drosophila_ananassae	Efa6
Drosophila_ananassae	Eip93F
Drosophila_ananassae	EndoA
Drosophila_ananassae	Fatp
Drosophila_ananassae	Fbl6
Drosophila_ananassae	Fcp1
Drosophila_ananassae	Fdh
Drosophila_ananassae	Fdx1
Drosophila_ananassae	Fdx2
Drosophila_ananassae	Fer3
Drosophila_ananassae	Fgop2
Drosophila_ananassae	Fkbp14
Drosophila_ananassae	Flo2
Drosophila_ananassae	Fmo-1
Drosophila_ananassae	Fs(2)Ket
Drosophila_ananassae	GATAd
Drosophila_ananassae	GC
Drosophila_ananassae	GIIIspla2
Drosophila_ananassae	Galphas
Drosophila_ananassae	Gas41
Drosophila_ananassae	Ge-1
Drosophila_ananassae	Git
Drosophila_ananassae	GlcAT-P
Drosophila_ananassae	GlcT-1
Drosophila_ananassae	Gmer
Drosophila_ananassae	Golgin84
Drosophila_ananassae	Gp93
Drosophila_ananassae	Gr22e
Drosophila_ananassae	Gr32a
Drosophila_ananassae	Gr47b
Drosophila_ananassae	Gr59e
Drosophila_ananassae	Gr59f
Drosophila_ananassae	Gr8a
Drosophila_ananassae	Grip
Drosophila_ananassae	Grip75
Drosophila_ananassae	Grip91
Drosophila_ananassae	GstO3
Drosophila_ananassae	HLH4C
Drosophila_ananassae	Hel25E
Drosophila_ananassae	Hexo1
Drosophila_ananassae	Hmgs
Drosophila_ananassae	Hmt-1
Drosophila_ananassae	Hsc70-5
Drosophila_ananassae	Hsp67Bc
Drosophila_ananassae	Ide
Drosophila_ananassae	Ih
Drosophila_ananassae	Incenp
Drosophila_ananassae	Ing3
Drosophila_ananassae	IntS14
Drosophila_ananassae	Ipk2
Drosophila_ananassae	Ir85a
Drosophila_ananassae	Jarid2
Drosophila_ananassae	JhI-1
Drosophila_ananassae	Jon99Ciii
Drosophila_ananassae	KdelR
Drosophila_ananassae	Khc
Drosophila_ananassae	Klp3A
Drosophila_ananassae	Klp67A
Drosophila_ananassae	Kul
Drosophila_ananassae	LIMK1
Drosophila_ananassae	LManI
Drosophila_ananassae	LRR
Drosophila_ananassae	Lac
Drosophila_ananassae	Lam
Drosophila_ananassae	Las
Drosophila_ananassae	Lcp4
Drosophila_ananassae	LeuRS-m
Drosophila_ananassae	Lhr
Drosophila_ananassae	Lig4
Drosophila_ananassae	Lpt
Drosophila_ananassae	LysS
Drosophila_ananassae	MBD-like
Drosophila_ananassae	MED17
Drosophila_ananassae	MED18
Drosophila_ananassae	MFS12
Drosophila_ananassae	MKP-4
Drosophila_ananassae	MME1
Drosophila_ananassae	Mcm3
Drosophila_ananassae	Mcm5
Drosophila_ananassae	Mhc
Drosophila_ananassae	Mip
Drosophila_ananassae	Mitofilin
Drosophila_ananassae	Mlc2
Drosophila_ananassae	Mmp1
Drosophila_ananassae	Mms19
Drosophila_ananassae	Mob3
Drosophila_ananassae	Mon1
Drosophila_ananassae	Mrp4
Drosophila_ananassae	Mtap
Drosophila_ananassae	Mulk
Drosophila_ananassae	ND-19
Drosophila_ananassae	ND-B22
Drosophila_ananassae	Nckx30C
Drosophila_ananassae	Ndg
Drosophila_ananassae	Nep5
Drosophila_ananassae	Nle
Drosophila_ananassae	Nnp-1
Drosophila_ananassae	Nop56
Drosophila_ananassae	Npc1a
Drosophila_ananassae	Nph
Drosophila_ananassae	Nplp1
Drosophila_ananassae	Ns4
Drosophila_ananassae	Nup358
Drosophila_ananassae	Nup37
Drosophila_ananassae	Nup50
Drosophila_ananassae	Oatp58Da
Drosophila_ananassae	Obp44a
Drosophila_ananassae	Obp46a
Drosophila_ananassae	Obp58b
Drosophila_ananassae	Or1a
Drosophila_ananassae	Or43a
Drosophila_ananassae	Or43b
Drosophila_ananassae	Or47b
Drosophila_ananassae	Or59a
Drosophila_ananassae	Or59b
Drosophila_ananassae	Orcokinin
Drosophila_ananassae	Os-C
Drosophila_ananassae	OstStt3
Drosophila_ananassae	P5cr
Drosophila_ananassae	PHDP
Drosophila_ananassae	PMP34
Drosophila_ananassae	PQBP1
Drosophila_ananassae	PSR
Drosophila_ananassae	Pabp2
Drosophila_ananassae	Papst2
Drosophila_ananassae	Pbp95
Drosophila_ananassae	Pex16
Drosophila_ananassae	Pex2
Drosophila_ananassae	Pex5
Drosophila_ananassae	Pex6
Drosophila_ananassae	Pgam5-2
Drosophila_ananassae	Piezo
Drosophila_ananassae	Pino
Drosophila_ananassae	Pitslre
Drosophila_ananassae	Plap
Drosophila_ananassae	Plod
Drosophila_ananassae	Pof
Drosophila_ananassae	Ppn
Drosophila_ananassae	Prosalpha6
Drosophila_ananassae	Prosalpha6T
Drosophila_ananassae	Prp18
Drosophila_ananassae	Psn
Drosophila_ananassae	Pten
Drosophila_ananassae	Ptth
Drosophila_ananassae	REPTOR-BP
Drosophila_ananassae	RYa-R
Drosophila_ananassae	Rab18
Drosophila_ananassae	Rab3-GEF
Drosophila_ananassae	Rab30
Drosophila_ananassae	RabX6
Drosophila_ananassae	Ranbp21
Drosophila_ananassae	Ravus
Drosophila_ananassae	Rbcn-3A
Drosophila_ananassae	Rbp
Drosophila_ananassae	Rbp1
Drosophila_ananassae	Rbp4
Drosophila_ananassae	Rbp9
Drosophila_ananassae	Rbsn-5
Drosophila_ananassae	Rcd2
Drosophila_ananassae	Rcd4
Drosophila_ananassae	Rh2
Drosophila_ananassae	Rh4
Drosophila_ananassae	RhoBTB
Drosophila_ananassae	RhoGEF4
Drosophila_ananassae	Rint1
Drosophila_ananassae	RluA-1
Drosophila_ananassae	Rnp4F
Drosophila_ananassae	RnrL
Drosophila_ananassae	Ror
Drosophila_ananassae	RpL19
Drosophila_ananassae	RpL23
Drosophila_ananassae	RpL29
Drosophila_ananassae	RpL35
Drosophila_ananassae	RpS21
Drosophila_ananassae	RpS27
Drosophila_ananassae	Rsf1
Drosophila_ananassae	SA
Drosophila_ananassae	SCAR
Drosophila_ananassae	SIFa
Drosophila_ananassae	SLIRP2
Drosophila_ananassae	SMSr
Drosophila_ananassae	SNF4Agamma
Drosophila_ananassae	SamDC
Drosophila_ananassae	Sar1
Drosophila_ananassae	Sara
Drosophila_ananassae	Sas-6
Drosophila_ananassae	Sas10
Drosophila_ananassae	Sbf
Drosophila_ananassae	Sbp2
Drosophila_ananassae	Scamp
Drosophila_ananassae	Schip1
Drosophila_ananassae	Sdc
Drosophila_ananassae	SelD
Drosophila_ananassae	Sep5
Drosophila_ananassae	Sfp24Bc
Drosophila_ananassae	Sgf29
Drosophila_ananassae	Sgs1
Drosophila_ananassae	Shroom
Drosophila_ananassae	SmydA-3
Drosophila_ananassae	Socs44A
Drosophila_ananassae	Sod3
Drosophila_ananassae	Spn31A
Drosophila_ananassae	Sps2
Drosophila_ananassae	Spx
Drosophila_ananassae	Srp54
Drosophila_ananassae	Ssrp
Drosophila_ananassae	Start1
Drosophila_ananassae	Su(var)3-3
Drosophila_ananassae	Swip-1
Drosophila_ananassae	Syngr
Drosophila_ananassae	Synj
Drosophila_ananassae	Syx17
Drosophila_ananassae	Syx6
Drosophila_ananassae	TBC1D16
Drosophila_ananassae	TBC1D5
Drosophila_ananassae	TM4SF
Drosophila_ananassae	TM9SF2
Drosophila_ananassae	Tace
Drosophila_ananassae	Taf12
Drosophila_ananassae	Taf5
Drosophila_ananassae	Tango6
Drosophila_ananassae	Tap42
Drosophila_ananassae	Tapdelta
Drosophila_ananassae	Task6
Drosophila_ananassae	Tbp
Drosophila_ananassae	Tcp-1eta
Drosophila_ananassae	TfIIB
Drosophila_ananassae	TfIIEbeta
Drosophila_ananassae	TkR99D
Drosophila_ananassae	Toll-9
Drosophila_ananassae	Torsin
Drosophila_ananassae	TpnC73F
Drosophila_ananassae	TppII
Drosophila_ananassae	Tsp42El
Drosophila_ananassae	Tsp47F
Drosophila_ananassae	Tsp86D
Drosophila_ananassae	TwdlC
Drosophila_ananassae	TwdlT
Drosophila_ananassae	TyrRS-m
Drosophila_ananassae	U26
Drosophila_ananassae	U4-U6-60K
Drosophila_ananassae	UbcE2M
Drosophila_ananassae	Ube3a
Drosophila_ananassae	Ubr3
Drosophila_ananassae	Uch-L5
Drosophila_ananassae	Ugt36Bc
Drosophila_ananassae	Ugt86Dg
Drosophila_ananassae	Upf3
Drosophila_ananassae	Usp14
Drosophila_ananassae	Utx
Drosophila_ananassae	Vav
Drosophila_ananassae	Vha100-1
Drosophila_ananassae	Vha44
