"species","Gene_focal","Gene_ortho","len_focal","len_ortho","GC_focal","GC_ortho","Same_Cluster","div","diso_focal","diso_ortho","disoPCT_focal","disoPCT_ortho","Hpct_focal","Hpct_ortho","Epct_focal","Epct_ortho","Cpct_focal","Cpct_ortho","Mpct_focal","Mpct_ortho","Epct.1_focal","Epct.1_ortho","Bpct_focal","Bpct_ortho","lc_ortho","lc_focal","tm_focal","tm_ortho"
"Rattus_norvegicus","AC007906.2","Rab2a",159,621,61.635,44.605,"Same_ortho_clusterFalse",90,53,27,100,13,0,27,0,28,100,44,0,21,98,39,1,39,5.8,24.5,0,0
"Anolis_carolinensis","AC007906.2","RAB2A",159,639,61.635,42.097,"Same_ortho_clusterFalse",312,53,14,100,6,0,27,0,28,100,44,0,22,98,38,1,39,5.6,24.5,0,0
"Canis_familiaris","AC007906.2","RAB2A",159,645,61.635,41.085,"Same_ortho_clusterFalse",96,53,24,100,11,0,27,0,26,100,45,0,20,98,40,1,38,5.6,24.5,0,0
"Meleagris_gallopavo","AC007906.2","RAB2A",159,645,61.635,40.465,"Same_ortho_clusterFalse",312,53,18,100,8,0,31,0,26,100,42,0,19,98,41,1,38,5.6,24.5,0,0
"Taeniopygia_guttata","AC007906.2","RAB2A",159,639,61.635,43.662,"Same_ortho_clusterFalse",312,53,16,100,7,0,26,0,29,100,44,0,22,98,40,1,37,5.6,24.5,0,0
"Rattus_norvegicus","AC007906.2","Rab2b",159,648,61.635,49.846,"Same_ortho_clusterFalse",90,53,17,100,7,0,29,0,30,100,39,0,22,98,40,1,37,0,24.5,0,0
"Anolis_carolinensis","AC007906.2","RAB2B",159,627,61.635,47.049,"Same_ortho_clusterFalse",312,53,2,100,0,0,33,0,26,100,39,0,26,98,33,1,39,0,24.5,0,0
"Canis_familiaris","AC007906.2","RAB2B",159,651,61.635,49.77,"Same_ortho_clusterFalse",96,53,27,100,12,0,29,0,27,100,43,0,22,98,39,1,37,0,24.5,0,0
"Felis_catus","AC007906.2","RAB2B",159,513,61.635,49.318,"Same_ortho_clusterFalse",96,53,30,100,17,0,39,0,14,100,45,0,20,98,46,1,33,0,24.5,0,0
"Danio_rerio","AC008758.6","si:dkey-7i4.7",243,720,47.737,44.861,"Same_ortho_clusterFalse",435,17,77,20,32,44,8,2,22,53,69,19,18,65,59,14,21,0,0,0,0
"Mus_musculus","AC008763.3","Fcor",414,321,62.802,55.14,"Same_ortho_clusterFalse",88,45,33,32,30,55,9,0,19,44,71,9,13,73,62,17,24,0,42,0,0
"Danio_rerio","AC021072.1","nr1d4a",519,1713,63.006,53.882,"Same_ortho_clusterFalse",435,72,171,41,29,4,26,2,11,93,61,18,15,71,53,10,31,14.4,27.7,0,0
"Latimeria_chalumnae","AC090360.1","zgc:136493",174,1053,50.575,44.444,"Same_ortho_clusterFalse",413,5,6,8,1,81,34,0,20,18,45,29,23,50,29,20,47,0,0,0,0
"Lepisosteus_oculatus","AC092111.3","ENSLOCG00000003238",279,2772,42.294,64.971,"Same_ortho_clusterFalse",435,21,321,22,34,0,16,32,8,67,75,23,16,44,61,32,22,6.4,0,0,0
"Lepisosteus_oculatus","AC092111.3","ENSLOCG00000003249",279,1116,42.294,58.602,"Same_ortho_clusterFalse",435,21,8,22,2,0,16,32,28,67,54,23,25,44,36,32,38,0,0,0,0
"Danio_rerio","AC096582.3","igfbp1a",564,789,59.929,59.442,"Same_ortho_clusterFalse",435,141,76,75,28,29,21,0,14,70,63,5,14,86,59,8,25,0,13.3,0,0
"Felis_catus","AC097662.2","ENSFCAG00000036181",267,201,64.419,41.791,"Same_ortho_clusterFalse",96,12,9,13,13,0,37,4,8,95,53,13,26,75,41,11,31,0,86.5,0,0
"Anolis_carolinensis","AC110275.1","ENSACAG00000005906",99,1146,59.596,46.597,"Same_ortho_clusterFalse",312,33,157,100,41,0,30,0,9,100,59,0,12,100,64,0,22,21.5,0,0,0
"Anolis_carolinensis","AC110275.1","ENSACAG00000028380",99,1545,59.596,44.854,"Same_ortho_clusterFalse",312,33,62,100,12,0,42,0,10,100,47,0,23,100,32,0,43,5.2,0,0,4.27184466019417
"Gallus_gallus","AC110275.1","ENSGALG00000015391",99,993,59.596,46.022,"Same_ortho_clusterFalse",312,33,159,100,48,0,31,0,9,100,59,0,10,100,68,0,20,31.4,0,0,0
"Meleagris_gallopavo","AC110275.1","KCMF1",99,1158,59.596,43.092,"Same_ortho_clusterFalse",312,33,165,100,42,0,28,0,11,100,59,0,10,100,65,0,24,24.1,0,0,0
"Taeniopygia_guttata","AC110275.1","KCMF1",99,1134,59.596,46.649,"Same_ortho_clusterFalse",312,33,158,100,41,0,28,0,11,100,60,0,14,100,62,0,23,23.8,0,0,0
"Felis_catus","AC244517.10","ENSFCAG00000035393",108,192,52.778,50,"Same_ortho_clusterFalse",96,36,20,100,31,5,32,0,12,94,54,0,18,97,62,2,18,0,0,0,0
"Taeniopygia_guttata","AC244517.10","ENSTGUG00000001702",108,441,52.778,75.283,"Same_ortho_clusterFalse",312,36,45,100,30,5,38,0,6,94,55,0,6,97,70,2,22,59.2,0,0,0
"Latimeria_chalumnae","ACD","ENSLACG00000012327",1329,1266,63.13,46.445,"Same_ortho_clusterFalse",413,173,382,39,90,14,23,14,8,70,68,13,6,59,75,26,17,2.8,8.6,0,0
"Danio_rerio","AL117339.5","si:dkey-7i4.7",363,720,50.138,44.861,"Same_ortho_clusterFalse",435,36,77,29,32,11,8,21,22,66,69,14,18,50,59,34,21,0,9.9,0,0
"Lepisosteus_oculatus","AL451007.3","ENSLOCG00000015411",549,1419,75.774,70.754,"Same_ortho_clusterFalse",435,75,174,40,36,25,23,4,4,69,72,9,15,73,63,16,20,4.2,39.9,0,0
"Lepisosteus_oculatus","AL451007.3","lhb",549,444,75.774,67.117,"Same_ortho_clusterFalse",435,75,46,40,31,25,7,4,19,69,72,9,17,73,50,16,32,6.1,39.9,0,0
"Latimeria_chalumnae","AL591806.3","ENSLACG00000008569",186,993,58.065,47.734,"Same_ortho_clusterFalse",413,62,9,100,2,6,1,0,46,93,51,6,22,75,39,17,37,0,21,0,0
"Danio_rerio","AL713999.1","si:dkey-247k7.2",87,333,58.621,49.85,"Same_ortho_clusterFalse",435,29,39,100,35,17,30,0,23,82,45,0,21,93,41,6,36,16.2,0,0,0
"Latimeria_chalumnae","AL807752.6","pou5f3",327,1356,61.774,50.959,"Same_ortho_clusterFalse",413,6,180,5,39,0,23,5,7,94,69,9,15,66,53,23,31,21,20.2,0,0
"Taeniopygia_guttata","APOA5","ENSTGUG00000000152",486,150,61.934,64,"Same_ortho_clusterFalse",312,27,6,16,12,78,46,0,8,21,46,14,12,58,74,27,14,0,0,0,0
"Anolis_carolinensis","ASB17","ENSACAG00000028841",888,885,36.712,48.362,"Same_ortho_clusterFalse",312,14,137,4,46,43,19,11,13,45,66,25,14,25,63,48,22,2.4,0,0,0
"Anolis_carolinensis","BLID","ENSACAG00000006440",327,465,46.483,49.892,"Same_ortho_clusterFalse",312,8,155,7,100,6,34,28,3,65,61,24,0,53,98,22,1,91.6,0,0,0
"Taeniopygia_guttata","BLID","ENSTGUG00000000477",327,885,46.483,56.158,"Same_ortho_clusterFalse",312,8,21,7,7,6,14,28,32,65,52,24,21,53,42,22,35,11.9,0,0,7.79661016949153
"Felis_catus","C10orf143","ENSFCAG00000034043",327,501,59.633,57.884,"Same_ortho_clusterFalse",96,46,42,42,25,19,13,6,20,74,66,12,17,71,55,15,27,7.8,0,0,0
"Meleagris_gallopavo","C12orf56","RPL18A",553,537,47.74,51.769,"Same_ortho_clusterFalse",312,25,18,13,10,28,18,20,22,50,58,19,21,39,51,41,26,0,14.1,9.76491862567812,0
"Taeniopygia_guttata","C12orf56","RPL18A",553,510,47.74,52.549,"Same_ortho_clusterFalse",312,25,15,13,8,28,30,20,17,50,51,19,25,39,49,41,25,7.1,14.1,9.76491862567812,0
"Anolis_carolinensis","C12orf71","ENSACAG00000012318",810,408,50,42.647,"Same_ortho_clusterFalse",312,90,3,33,2,28,11,4,39,66,48,12,31,60,36,26,32,0,7.8,0,0
"Anolis_carolinensis","C12orf71","ENSACAG00000012323",810,408,50,45.588,"Same_ortho_clusterFalse",312,90,9,33,6,28,36,4,13,66,50,12,20,60,39,26,39,0,7.8,0,0
"Rattus_norvegicus","C14orf178","AABR07065139.1",369,1362,51.491,56.094,"Same_ortho_clusterFalse",90,58,105,47,23,16,55,3,1,80,42,12,16,67,47,20,35,6.4,9.8,0,0
"Taeniopygia_guttata","C16orf92","VPS53",399,2415,56.391,52.008,"Same_ortho_clusterFalse",312,28,46,21,5,33,58,11,3,55,38,15,21,52,46,31,32,9.1,12,13.5338345864662,0
"Latimeria_chalumnae","C17orf100","ENSLACG00000018748",357,387,71.429,43.152,"Same_ortho_clusterFalse",413,119,8,100,6,4,34,18,12,77,52,0,24,94,48,5,26,0,28.6,0,0
"Meleagris_gallopavo","C17orf100","WSCD1",357,1725,71.429,57.333,"Same_ortho_clusterFalse",312,119,92,100,16,4,29,18,13,77,57,0,19,94,36,5,43,11.5,28.6,0,0
"Taeniopygia_guttata","C19orf47","CEP170",1269,4758,60.914,45.04,"Same_ortho_clusterFalse",312,209,1049,49,66,34,24,9,5,56,70,10,10,58,69,31,19,13.7,15.8,0,0
"Taeniopygia_guttata","C19orf47","CEP170B",1269,4719,60.914,50.879,"Same_ortho_clusterFalse",312,209,1007,49,64,34,20,9,8,56,70,10,11,58,67,31,21,10,15.8,0,0
"Taeniopygia_guttata","C19orf47","SDCCAG8",1269,1626,60.914,45.141,"Same_ortho_clusterFalse",312,209,117,49,21,34,70,9,0,56,29,10,13,58,66,31,20,2.2,15.8,0,0
"Felis_catus","C19orf48","ENSFCAG00000008260",354,786,63.559,58.651,"Same_ortho_clusterFalse",96,2,27,1,10,27,14,7,17,65,68,22,21,44,29,32,48,5.7,0,0,0
"Felis_catus","C19orf48","KLK15",354,756,63.559,61.905,"Same_ortho_clusterFalse",96,2,37,1,14,27,8,7,18,65,73,22,13,44,41,32,44,4.8,0,0,0
"Danio_rerio","C19orf57","si:ch211-286b5.2",1914,1782,62.173,43.21,"Same_ortho_clusterFalse",435,551,320,86,53,9,24,4,5,86,70,6,9,75,72,17,17,9.6,6.4,0,0
"Danio_rerio","C19orf73","acss3",390,1899,66.667,52.133,"Same_ortho_clusterFalse",435,8,15,6,2,3,25,18,22,78,51,8,23,71,30,20,46,0,23.8,0,0
"Lepisosteus_oculatus","C19orf73","acss3",390,1911,66.667,47.724,"Same_ortho_clusterFalse",435,8,2,6,0,3,28,18,18,78,52,8,24,71,28,20,47,0,23.8,0,0
"Mus_musculus","C19orf73","Acss3",390,1494,66.667,49.933,"Same_ortho_clusterFalse",88,8,16,6,3,3,25,18,21,78,53,8,20,71,34,20,45,0,23.8,0,0
"Rattus_norvegicus","C19orf73","Acss3",390,1497,66.667,50.1,"Same_ortho_clusterFalse",90,8,18,6,3,3,24,18,20,78,55,8,20,71,33,20,46,3.8,23.8,0,0
"Anolis_carolinensis","C19orf73","ACSS3",390,2190,66.667,47.991,"Same_ortho_clusterFalse",312,8,48,6,6,3,29,18,18,78,52,8,21,71,33,20,44,5.9,23.8,0,0
"Felis_catus","C19orf73","ACSS3",390,2067,66.667,49.589,"Same_ortho_clusterFalse",96,8,65,6,9,3,26,18,19,78,54,8,21,71,33,20,44,5.2,23.8,0,0
"Gallus_gallus","C19orf73","ACSS3",390,2007,66.667,48.929,"Same_ortho_clusterFalse",312,8,45,6,6,3,26,18,18,78,55,8,21,71,32,20,45,5.8,23.8,0,0
"Latimeria_chalumnae","C19orf73","ACSS3",390,2145,66.667,47.646,"Same_ortho_clusterFalse",413,8,30,6,4,3,25,18,16,78,57,8,21,71,31,20,46,0,23.8,0,0
"Meleagris_gallopavo","C19orf73","ACSS3",390,1764,66.667,44.955,"Same_ortho_clusterFalse",312,8,6,6,1,3,26,18,19,78,53,8,22,71,31,20,46,0,23.8,0,0
"Taeniopygia_guttata","C19orf73","ACSS3",390,1920,66.667,46.875,"Same_ortho_clusterFalse",312,8,7,6,1,3,28,18,19,78,51,8,22,71,29,20,48,0,23.8,0,0
"Felis_catus","C19orf73","ENSFCAG00000037962",390,828,66.667,38.406,"Same_ortho_clusterFalse",96,8,54,6,19,3,43,18,5,78,50,8,18,71,49,20,32,4.3,23.8,0,0
"Lepisosteus_oculatus","C1orf105","tmed5",552,693,43.297,60.606,"Same_ortho_clusterFalse",435,32,44,17,19,28,41,5,22,65,36,19,23,57,36,23,40,5.6,0,0,9.52380952380952
"Anolis_carolinensis","C1orf115","ENSACAG00000001946",429,969,70.163,49.948,"Same_ortho_clusterFalse",312,78,16,54,4,33,13,16,30,49,56,11,23,68,34,19,42,9.3,44.8,0,0
"Anolis_carolinensis","C1orf115","PFN3",429,414,70.163,47.101,"Same_ortho_clusterFalse",312,78,11,54,7,33,21,16,34,49,44,11,23,68,37,19,39,0,44.8,0,0
"Gallus_gallus","C1orf127","ENSGALG00000031584",210,306,61.905,53.268,"Same_ortho_clusterFalse",312,48,35,68,34,0,42,12,0,87,57,5,13,75,49,18,37,0,0,0,0
"Meleagris_gallopavo","C1orf127","MASP2",1977,2067,61.912,45.67,"Same_ortho_clusterFalse",312,388,25,58,3,4,4,16,40,79,55,13,23,59,35,27,40,0.7,13.7,0,0
"Gallus_gallus","C1orf87","ENSGALG00000021867",954,333,45.912,53.453,"Same_ortho_clusterFalse",312,167,27,52,24,36,0,3,27,59,71,11,11,64,62,23,26,0,8.8,0,0
"Taeniopygia_guttata","C1orf87","ENSTGUG00000009743",954,267,45.912,54.307,"Same_ortho_clusterFalse",312,167,13,52,14,36,15,3,26,59,57,11,20,64,52,23,26,0,8.8,0,0
"Anolis_carolinensis","C22orf46","ENSACAG00000004476",732,1215,56.831,40.658,"Same_ortho_clusterFalse",312,17,7,6,1,24,71,14,1,61,27,15,22,51,40,32,37,8.1,0,0,4.69135802469136
"Gallus_gallus","C2orf74","ENSGALG00000023934",585,2712,42.222,39.454,"Same_ortho_clusterFalse",312,159,16,81,1,22,4,9,43,68,51,10,27,73,36,16,35,2.8,10.3,12.8205128205128,0
"Latimeria_chalumnae","C2orf88","ENSLACG00000014810",288,453,45.139,40.618,"Same_ortho_clusterFalse",413,54,50,56,33,16,38,4,13,79,47,12,16,72,60,14,23,25.8,0,0,0
"Canis_familiaris","C2orf91","ENSCAFG00000006477",393,375,50.382,53.333,"Same_ortho_clusterFalse",96,57,22,43,17,9,32,4,8,86,59,15,20,58,56,25,22,0,0,0,0
"Mus_musculus","C2orf91","Gm11096",393,45,50.382,20,"Same_ortho_clusterFalse",88,57,15,43,100,9,26,4,0,86,73,15,0,58,100,25,0,0,0,0,0
"Mus_musculus","C2orf91","Gm6594",393,288,50.382,52.083,"Same_ortho_clusterFalse",88,57,96,43,100,9,0,4,0,86,100,15,0,58,98,25,1,39.6,0,0,0
"Gallus_gallus","C4orf51","ENSGALG00000028322",609,810,45.156,51.728,"Same_ortho_clusterFalse",312,36,82,17,30,10,14,8,18,80,67,17,20,53,46,28,32,3.7,0,0,0
"Danio_rerio","C4orf51","zgc:152968",609,1524,45.156,44.029,"Same_ortho_clusterFalse",435,36,110,17,21,10,27,8,8,80,64,17,15,53,59,28,24,2.8,0,0,0
"Danio_rerio","C5orf58","si:ch211-232m8.3",246,237,34.959,44.304,"Same_ortho_clusterFalse",435,38,19,46,24,46,54,0,2,53,43,14,13,62,62,23,24,0,0,0,0
"Sus_scrofa","C5orf67","ENSSSCG00000036369",384,768,51.042,48.568,"Same_ortho_clusterFalse",96,2,142,1,55,3,25,15,3,81,71,16,11,59,64,24,23,12.1,0,0,0
"Sus_scrofa","C5orf67","ENSSSCG00000038692",384,1020,51.042,39.118,"Same_ortho_clusterFalse",96,2,30,1,8,3,40,15,11,81,47,16,22,59,38,24,38,4.1,0,0,24.1176470588235
"Latimeria_chalumnae","C6orf222","RPLP2",1959,339,57.938,49.853,"Same_ortho_clusterFalse",413,467,63,71,55,27,38,1,0,70,61,9,9,71,68,19,22,38.1,8.6,0,0
"Anolis_carolinensis","C7orf33","ENSACAG00000022317",534,525,52.434,46.095,"Same_ortho_clusterFalse",312,24,22,13,12,0,14,38,22,61,62,18,20,52,41,28,37,0,7.9,0,0
"Anolis_carolinensis","C7orf33","ENSACAG00000026319",534,144,52.434,40.972,"Same_ortho_clusterFalse",312,24,6,13,12,0,37,38,8,61,54,18,18,52,58,28,22,0,7.9,0,39.5833333333333
"Bos_taurus","C7orf33","ENSBTAG00000045871",534,126,52.434,56.349,"Same_ortho_clusterFalse",96,24,7,13,16,0,0,38,21,61,78,18,11,52,71,28,16,0,7.9,0,0
"Felis_catus","C7orf33","ENSFCAG00000036207",534,327,52.434,50.153,"Same_ortho_clusterFalse",96,24,95,13,87,0,48,38,0,61,51,18,12,52,76,28,11,10.1,7.9,0,19.2660550458716
"Taeniopygia_guttata","C8orf59","CA13",303,777,35.644,50.579,"Same_ortho_clusterFalse",312,38,8,37,3,34,17,0,22,64,60,12,24,66,38,20,36,0,0,0,0
"Taeniopygia_guttata","C8orf59","ENSTGUG00000018507",303,786,35.644,55.725,"Same_ortho_clusterFalse",312,38,6,37,2,34,12,0,20,64,67,12,19,66,49,20,30,0,0,0,0
"Taeniopygia_guttata","C8orf86","ADAM9",672,2478,52.827,54.197,"Same_ortho_clusterFalse",312,38,79,16,9,19,19,25,11,55,68,16,21,56,43,27,34,9.3,14.7,0,2.30024213075061
"Meleagris_gallopavo","C8orf86","ATE1",672,1422,52.827,45.499,"Same_ortho_clusterFalse",312,38,124,16,26,19,24,25,11,55,63,16,17,56,50,27,32,7.6,14.7,0,0
"Meleagris_gallopavo","C8orf86","ENSMGAG00000011508",672,1038,52.827,47.399,"Same_ortho_clusterFalse",312,38,108,16,31,19,45,25,7,55,46,16,14,56,60,27,25,15.3,14.7,0,0
"Lepisosteus_oculatus","C9orf153","ENSLOCG00000002431",306,1149,39.216,47.171,"Same_ortho_clusterFalse",435,40,23,39,6,33,53,3,4,62,41,14,20,63,39,21,39,0,0,0,38.3812010443864
"Felis_catus","C9orf92","ENSFCAG00000029809",327,657,46.483,53.12,"Same_ortho_clusterFalse",96,26,20,23,9,6,61,22,1,70,37,11,21,68,39,20,38,0,0,0,8.21917808219178
"Meleagris_gallopavo","CAMK2N1","CDA",237,573,60.338,53.054,"Same_ortho_clusterFalse",312,12,65,15,34,10,34,12,6,77,59,10,16,67,31,22,52,5.2,15.2,0,0
"Taeniopygia_guttata","CATSPERE","ENSTGUG00000008288",2403,162,37.744,37.037,"Same_ortho_clusterFalse",312,47,15,5,27,13,72,36,5,49,22,25,9,28,75,46,14,0,3,2.87141073657928,0
"Lepisosteus_oculatus","CCDC160","cab39l1",978,1047,34.049,57.402,"Same_ortho_clusterFalse",435,128,10,39,2,65,60,0,6,34,32,12,23,73,37,13,38,8,11,0,0
"Taeniopygia_guttata","CCDC163","ENSTGUG00000007948",438,567,53.196,56.261,"Same_ortho_clusterFalse",312,16,150,10,79,45,2,6,10,47,87,23,3,42,78,34,17,7.9,11.6,17.8082191780822,0
"Taeniopygia_guttata","CCDC163","ENSTGUG00000007951",357,339,51.821,50.147,"Same_ortho_clusterFalse",312,9,39,7,34,52,11,6,22,41,66,27,12,39,49,32,38,0,14.3,21.8487394957983,0
"Danio_rerio","CCDC188","ovca2",1209,684,66.253,50.731,"Same_ortho_clusterFalse",435,142,25,35,10,45,30,2,10,51,58,12,21,62,37,25,40,0,9.2,5.4590570719603,0
"Danio_rerio","CCDC188","smg6",1209,4635,66.253,51.737,"Same_ortho_clusterFalse",435,142,666,35,43,45,33,2,6,51,59,12,13,62,58,25,27,13.1,9.2,5.4590570719603,0
"Anolis_carolinensis","CCDC192","ENSACAG00000024191",879,120,46.53,48.333,"Same_ortho_clusterFalse",312,89,0,30,0,44,2,5,27,49,70,12,22,70,55,16,22,0,12.6,0,0
"Anolis_carolinensis","CCDC192","ENSACAG00000024825",879,600,46.53,53,"Same_ortho_clusterFalse",312,89,10,30,5,44,36,5,1,49,63,12,21,70,54,16,25,0,12.6,0,0
"Meleagris_gallopavo","CCDC195","ENSMGAG00000005056",606,1977,46.7,42.084,"Same_ortho_clusterFalse",312,158,56,78,8,20,35,4,16,74,48,7,23,69,34,22,42,2.4,19.3,0,0
"Danio_rerio","CCER1","si:dkeyp-38g8.5",1221,1029,59.787,48.785,"Same_ortho_clusterFalse",435,197,120,48,34,29,55,1,1,69,42,10,15,69,67,19,16,5.2,39.8,0,0
"Canis_familiaris","CDRT15","ENSCAFG00000017901",369,267,60.976,48.315,"Same_ortho_clusterFalse",96,105,15,85,16,19,14,0,17,80,67,8,22,77,49,13,28,0,26.8,0,0
"Mus_musculus","CDRT15","F930015N05Rik",567,633,59.965,65.403,"Same_ortho_clusterFalse",88,97,139,51,65,23,9,8,9,67,81,15,9,57,65,26,24,19.9,28.6,0,0
"Bos_taurus","CLLU1OS","ENSBTAG00000033600",306,405,46.078,53.827,"Same_ortho_clusterFalse",96,34,35,33,25,37,44,7,7,54,48,14,24,66,51,18,23,0,0,0,0
"Meleagris_gallopavo","COA1","ENSMGAG00000009914",441,630,49.887,62.857,"Same_ortho_clusterFalse",312,21,75,14,35,25,22,31,4,42,72,21,11,37,66,40,21,5.2,0,11.5646258503401,0
"Meleagris_gallopavo","COX19","ENSMGAG00000001812",369,564,53.117,49.291,"Same_ortho_clusterFalse",312,61,28,49,14,20,40,0,14,79,44,14,23,72,35,13,40,12.2,27.6,0,0
"Meleagris_gallopavo","COX19","ENSMGAG00000002239",369,1527,53.117,46.693,"Same_ortho_clusterFalse",312,61,5,49,0,20,48,0,4,79,47,14,25,72,33,13,41,12.2,27.6,0,4.51866404715128
"Canis_familiaris","CPXCR1","ENSCAFG00000017449",906,465,39.514,43.871,"Same_ortho_clusterFalse",96,132,69,43,44,18,29,16,12,64,58,17,16,54,62,27,20,15.5,3.6,0,0
"Mus_musculus","CSAG1","1700084M14Rik",237,237,55.274,42.616,"Same_ortho_clusterFalse",88,79,79,100,100,13,0,2,7,83,92,7,2,74,93,17,3,46.8,0,0,0
"Anolis_carolinensis","CYLC1","ENSACAG00000024368",207,552,35.749,50,"Same_ortho_clusterFalse",312,12,184,17,100,0,1,23,1,76,96,14,3,68,88,17,8,14.1,0,0,0
"Lepisosteus_oculatus","CYLC1","ENSLOCG00000015028",1956,1683,35.378,62.21,"Same_ortho_clusterFalse",435,515,84,78,14,6,48,5,4,88,47,5,19,85,28,9,51,9.3,39.6,0,39.3939393939394
"Gallus_gallus","DDN","CYP27A1",2136,1380,67.322,63.116,"Same_ortho_clusterFalse",312,425,7,59,1,13,45,8,8,78,45,7,22,73,28,19,48,0,19.5,0,0
"Meleagris_gallopavo","DDN","CYP27A1",2136,1569,67.322,63.225,"Same_ortho_clusterFalse",312,425,61,59,11,13,43,8,7,78,49,7,20,73,34,19,45,2.3,19.5,0,0
"Taeniopygia_guttata","DDN","CYP27A1",2136,1296,67.322,60.185,"Same_ortho_clusterFalse",312,425,0,59,0,13,47,8,8,78,43,7,21,73,31,19,46,0,19.5,0,0
"Canis_familiaris","DEC1","ENSCAFG00000003473",213,576,50.235,44.097,"Same_ortho_clusterFalse",96,14,60,19,31,1,39,36,11,61,48,18,19,52,51,29,29,9.4,0,0,0
"Meleagris_gallopavo","DEC1","ENSMGAG00000016797",213,822,50.235,51.946,"Same_ortho_clusterFalse",312,14,15,19,5,1,4,36,46,61,48,18,28,52,33,29,37,6.9,0,0,0
"Sus_scrofa","DEC1","ENSSSCG00000035890",213,399,50.235,43.358,"Same_ortho_clusterFalse",96,14,16,19,12,1,9,36,21,61,69,18,16,52,60,29,23,12.8,0,0,0
"Sus_scrofa","DEC1","ENSSSCG00000040472",210,153,50,47.059,"Same_ortho_clusterFalse",96,14,26,19,50,1,56,36,21,61,21,18,5,52,68,29,25,0,0,0,0
"Bos_taurus","DIRC1","COL3A1",315,3141,44.762,62.241,"Same_ortho_clusterFalse",96,27,1059,25,72,20,6,9,4,70,89,24,6,56,79,19,14,49.8,0,0,0
"Anolis_carolinensis","DIRC1","ENSACAG00000015512",315,567,44.762,54.674,"Same_ortho_clusterFalse",312,27,2,25,1,20,57,9,4,70,38,24,26,56,37,19,36,0,0,0,0
"Anolis_carolinensis","DMAC1","ENSACAG00000027218",339,1383,63.127,31.96,"Same_ortho_clusterFalse",312,41,23,36,4,30,44,13,14,55,41,13,22,48,40,38,37,2.6,23,33.6283185840708,0
"Gallus_gallus","DMAC1","ENSGALG00000033906",339,279,63.127,27.957,"Same_ortho_clusterFalse",312,41,93,36,100,30,77,13,0,55,22,13,0,48,100,38,0,92.5,23,33.6283185840708,0
"Gallus_gallus","DMAC1","ENSGALG00000041647",339,627,63.127,55.024,"Same_ortho_clusterFalse",312,41,11,36,5,30,16,13,20,55,63,13,26,48,42,38,30,0,23,33.6283185840708,0
"Lepisosteus_oculatus","DYNAP","ENSLOCG00000003458",633,1293,43.286,48.492,"Same_ortho_clusterFalse",435,66,63,31,14,18,15,10,29,71,54,18,15,56,36,24,48,4.4,19,10.4265402843602,0
